question_number,question_text,choices,o1_answer,o1_explanation,o1_confidence,gpt-4o_answer,gpt-4o_explanation,gpt-4o_confidence,o3-mini_answer,o3-mini_explanation,o3-mini_confidence,gemini_answer,gemini_explanation,gemini_confidence,deepseek_answer,deepseek_explanation,claude_answer,claude_explanation,claude_confidence,deepseek_confidence
119A43,"8か月の女児。発熱と右下肢を動かさなくなったことを主訴に来院した。2日前から寝返りをしなくなり、おむつ交換の際に痛がるようになった。昨夜39.1℃の発熱があり、今朝から右下肢を動かさなくなったため受診した。身長67.5cm、体重8,100g。体温38.9℃。右下肢を他動的に動かすと痛がり、啼泣する。赤沈42mm/1時間。血液所見:Hb11.2g/dL、白血球18,500(桿状核好中球15%、分葉核好中球70%、好酸球1%、好塩基球1%、単球2%、リンパ球12%)、血小板37万。CRP15mg/dL。股関節のエックス線写真(別冊No.16A)と股関節単純MRIの脂肪抑制T2強調冠状断像(別冊No.16B)とを別に示す。行うべき対応はどれか。 ",a. 牽引治療 | b. 切開排膿術 | c. NSAID投与 | d. 股関節ギプス固定 | e. グルココルチコイドの股関節内注入,b,高熱・強い股関節痛・炎症所見の上昇などから化膿性股関節炎が疑われ、緊急の排膿・洗浄が必要となるため。,1.0,b,本症例は幼児において、右下肢の痛みと発熱、および特に炎症反応（高いcrp値と白血球増加）が見られます。これらは通常、感染症を示唆しています。mri画像では、化膿性関節炎による炎症が示されている可能性があります。化膿性股関節炎では、早急な切開排膿術が必要です。このため、適切な対応は選択肢bの切開排膿術です。,0.9,b,患児は高熱、局所の激しい疼痛、可動域制限および血液検査での炎症所見が認められ、股関節の化膿性関節炎が強く疑われる状況です。化膿性関節炎の場合、早急な感染源の除去が必要となるため、切開排膿術が最も適切な対応となります。,1.0,b,画像所見と臨床症状から化膿性股関節炎が疑われるため、起炎菌の特定と排膿を目的とした切開排膿術が適切である。,0.9,ERROR,Expecting value: line 1 column 1 (char 0),b,この症例は化膿性股関節炎の典型的な所見を示しています。発熱、関節の疼痛、運動制限、血液検査での炎症反応の上昇（白血球増多、crp上昇）が特徴的です。化膿性股関節炎は早期の適切な治療が必要で、関節内の膿瘍を速やかに排除するために切開排膿術が最も適切な治療法です。保存的治療では関節の破壊が進行するリスクが高く、抗菌薬治療と併せて外科的なドレナージが必要です。,0.9,
119A44,"76歳の女性。息切れを主訴に救急車で搬入された。2日前から風邪気味で食欲が低下していた。夜間に座位で呼吸が苦しそうなところを家族が気付き、救急車を要請した。既往歴に高血圧症があり、降圧薬を服薬している。意識は清明。身長150cm、体重38kg。体温35.8℃。心拍数92/分、整。血圧164/92mmHg。呼吸数24/分。SpO295%(リザーバー付マスク10L/分酸素投与下)。全身にるいそうを認める。眼瞼結膜に軽度の貧血を認める。頸静脈の怒張を認める。心音に異常は認めず、肺野背側下部にcoarse cracklesを聴取する。腹部は平坦、軟で、肝·脾を触知しない。四肢に冷感を認める。下肢に軽度の浮腫を認める。血液所見:赤血球415万、Hb9.8g/dL、Ht40%、白血球9,200、血小板15万。血液生化学所見:アルブミン2.8g/dL、総ビリルビン1.1mg/dL、AST26U/L、ALT30U/L、CK82U/L(基準41~153)、尿素窒素18mg/dL、クレアチニン1.2mg/dL、血糖84mg/dL、HbAlc6.2%(基準4.9~6.0)、Na132mEq/L、K4.0mEq/L、BNP422pg/mL(基準18.4以下)。CRP2.4mg/dL。心電図でⅠ度房室ブロックを認める。胸部エックス線写真で心胸郭比56%、肺うっ血を認める。心エコー検査で、軽度の全周性の心肥大を認めるが、左室駆出率は65%と正常である。入院後、5日間で病状は落ち着いてきており、食事は摂取出来ている。体重36kg。脈拍60/分、整。血圧130/80mmHg。SpO297%(roomair)である。この患者に対する治療で適切なのはどれか。 ",a. 輸血 | b. 酸素療法 | c. β遮断薬の内服 | d. 高カロリー輸液 | e. 心臓リハビリテーション,e,hfpef(駆出率の保たれた心不全)で症状が落ち着いているこの段階では、心臓リハビリテーションによる運動耐容能や生活の質の向上が適切な管理法となるため。,0.9,e,患者は心不全の徴候（肺うっ血、頸静脈怒張、下肢の浮腫など）を示しており、症状は入院後に改善している。心エコー結果から左室機能は正常であり、β遮断薬も適応となるが、患者は高齢であるため心臓リハビリテーションがより適切と考えられる。リハビリにより心機能を維持し、運動耐性を改善することが期待できる。,0.9,e,急性期の心不全エピソードを経て、患者は現在安定しており、急性治療は不要です。今後は、運動耐容能や活動レベルの向上、再発予防を目的として心臓リハビリテーションによる生活機能の改善が推奨されるため、これが適切な治療となります。,1.0,e,,0.7,ERROR,Expecting value: line 1 column 1 (char 0),e,この患者は拡張不全型心不全の状態から改善傾向にあります。現在は急性期を脱し、room airでspo2が97%と安定し、血圧も適切にコントロールされています。この段階では、心臓リハビリテーションを開始して、身体機能の回復と再発予防を図ることが最適です。他の選択肢については、輸血は貧血が軽度で緊急性がなく、酸素療法は既に不要、β遮断薬は現時点での適応がなく、高カロリー輸液は経口摂取が可能なため不要です。,0.9,
119A45,37歳の男性。人が変わったように多弁になっていることを心配した妻に付き添われて来院した。既往歴にてんかんがあるが、最後のけいれん発作は18歳で以降の服薬歴はない。15歳時、カルバマゼピンを服用してから2週間後に40℃の発熱、体表面の30%以上の紅斑とびらん、及び口腔内全体と陰部にびらんを生じ、服用を中止したことがある。26歳時にうつ状態となり精神科の通院歴がある。大学卒業後に現在の会社に就職し、業績を評価され1か月前に課長に昇進した。その直後から、高級な服を複数新調し、次々と企画を立て、元々は無口であったが陽気に話し続けるようになった。意識は清明。身長172cm、体重54kg(1か月前は57kg)。バイタルサイン、血液検査、生化学検査および甲状腺機能検査に異常を認めない。治療薬はどれか。 ,a. ジアゼパム | b. イミプラミン | c. 炭酸リチウム | d. フェニトイン | e. カルバマゼピン,c,以前カルバマゼピンで重篤な皮疹を起こしており使用できず、他の選択肢は双極性障害の躁状態の第一選択薬にならないため、炭酸リチウムが最適となる。,1.0,c,この症例は、突然の多弁、社交性の増加、買い物の増加といった症状から、躁病エピソードを示唆しています。躁病の治療には気分安定薬が適していますが、カルバマゼピンは過去の重篤な薬疹のエピソードのため避けるべきです。炭酸リチウムは気分安定薬として適切な選択であるため、選択肢cが正しい回答です。,0.9,c,この患者はうつ病既往と今回の多弁で見られる躁状態から、双極性障害の躁エピソードと考えられる。躁病治療の第一選択は炭酸リチウムであり、また過去にカルバマゼピンによる重篤な皮膚反応歴があるため、他の選択肢は不適切です。,1.0,c,多弁、高級な服の購入、次々と企画を立てるなどの症状から躁状態が考えられる。双極性障害の可能性が高く、炭酸リチウムが治療薬として適切である。カルバマゼピンは過去に重篤な皮膚症状を引き起こしているため避けるべき。,0.9,ERROR,Expecting value: line 1 column 1 (char 0),c,この症例は双極性障害の躁病エピソードと考えられます。昇進という環境変化をきっかけに、多弁、浪費、活動性の増加、体重減少などの典型的な躁症状が出現しています。また、過去にうつ病の既往もあります。炭酸リチウムは双極性障害の第一選択薬であり、躁症状の治療と予防に効果的です。カルバマゼピンは薬疹の既往があり禁忌、他の選択肢は躁病の治療には適していません。,0.9,
119A46,48歳の女性。ふらつきと複視を主訴に来院した。10日前に38℃の発熱と咽頭痛が出現したため、自宅近くの診療所で総合感冒薬の処方を受け、7日前に症状が改善した。2日前からテレビの画面が二重に見えることに気付いた。昨日から歩行時にふらついて転びそうになることが増えてきたため受診した。意識は清明。体温36.5℃。脈拍68/分、整。血圧120/68mmHg。心音と呼吸音とに異常を認めない。神経診察では、両眼とも垂直、水平方向の眼球運動制限を認め、正面視以外で複視を自覚する。眼振は認めない。四肢筋力は正常だが、四肢腱反射はすべて消失している。Babinski徴候は陰性。膝踵試験は両側とも拙劣で、歩行は可能だが歩隔は広く不安定である。感覚障害は認めない。尿所見と血液所見に異常を認めないこの患者と同様の発症機序と考えられるのはどれか。 ,a. 重症筋無力症. | b. 多発性硬化症 | c. 進行性核上性麻痺 | d. Guillain-Barré症候群 | e. 筋萎縮性側索硬化症〈ALS〉,d,感染後の自己免疫反応による急性炎症性脱髄性病変という発症機序が共通するため。,1.0,d,患者は急性の眼球運動障害と歩行障害を呈しており、特に両眼の眼球運動制限と四肢腱反射の消失が特徴的です。これらはguillain-barré症候群（gbs）の典型的な症状であり、多くの場合、感染後に発症します。患者は10日前に咽頭痛と発熱があり、その後に神経症状が出現したため、gbsの発症に関連する可能性が高いと考えられます。,0.9,d,この症例は、発熱後の感染に続いて眼筋麻痺、運動失調、腱反射消失が認められるmiller fisher症候群の所見と一致しており、これはguillain-barré症候群の一変異です。,1.0,d,四肢腱反射の消失、運動失調、眼球運動障害からguillain-barré症候群の亜型であるfisher症候群が考えられる。先行感染から発症することも矛盾しない。,0.95,ERROR,Expecting value: line 1 column 1 (char 0),d,この症例はguillain-barré症候群の典型的な経過を示しています。先行する感染症（咽頭炎）の後、約1-2週間で神経症状（複視、運動失調、腱反射消失）が出現しており、特に四肢腱反射の消失は特徴的です。他の選択肢の疾患では、このような急性の経過と先行感染後の発症パターンは一般的ではありません。,0.9,
119A47,"70歳の男性。全身倦怠感を主訴に来院した。2週間前から全身倦怠感が持続し、2日前に家族から顔色不良を指摘されたため受診した。眼瞼結膜は貧血様で、眼球結膜に黄染を認めない。腹部は平坦、軟で、肝·脾を触知しない。皮膚に点状出血や皮疹を認めない。血液所見:赤血球170万、Hb5-2g/dL、Ht15%、網赤血球5%、白血球2,800(芽球0%、分葉核好中球30%、好酸球1%、単球2%、リンパ球67%)、血小板8.8万。血液生化学所見:総蛋白6.7g/dL、アルブミン3.6g/dL、総ビリルビン0.7mg/dL、AST26U/L、ALT22U/L、LD140U/L(基準124~222)、尿素窒素14mg/dL、クレアチニン0.6mg/dL、Fe80μg/dL、総鉄結合能〈TIBC〉300μg/dL(基準290~390)、フェリチン110ng/mL(基準20~120)、エリスロポエチン10mIU/mL(基準4.2~23.7)』骨髄は過形成で、骨髄塗抹標本での芽球割合は0.3%で3系統の造血細胞に異形成を高頻度に認めた。骨髄細胞の染色体は正常核型であった。適切な治療はどれか。 ",a. 血漿交換 | b. 赤血球輸血 | c. グルココルチコイド投与 | d. トロンボポエチン受容体作動薬投与 | e. 顆粒球コロニー刺激因子〈G-CSF〉投与,b,骨髄異形成症候群（mds）による重度の貧血が主症状であり、まず対症的に赤血球輸血が適切と考えられるため。,1.0,b,患者は全身倦怠感と貧血を主訴にしており、血液所見から重度の貧血が確認されます。骨髄検査では過形成が見られ、3系統の異形成が高頻度にあるとのことから、骨髄異形成症候群（mds）が疑われます。この状況では、最も効果的かつ適切な治療は赤血球輸血です。選択肢の中で貧血を直接的に改善する手段は赤血球輸血であり、それによって患者の症状が改善されると考えられます。他の選択肢はこの症状に対して適切ではありません。,0.9,b,この患者は高齢で骨髄過形成、3系統にわたる造血細胞の異形成、低芽球割合から、低リスク型の骨髄異形成症候群（mds）と考えられます。全身倦怠感と著しい貧血（hb 5.2g/dl）を呈しており、症状の改善のためには支持療法としての赤血球輸血が適切です。その他の選択肢はmdsの治療に適合しません。,1.0,b,,0.9,ERROR,Expecting value: line 1 column 1 (char 0),b,この症例は、3系統の血球減少と骨髄異形成を伴う骨髄異形成症候群(mds)と考えられます。hbが5.2g/dlと重度の貧血を呈しており、全身倦怠感の原因となっています。急性期の症状改善には赤血球輸血が最も適切な治療選択となります。他の選択肢（血漿交換、ステロイド、tpo受容体作動薬、g-csf）はmdsの標準的な初期治療としては適切ではありません。,0.9,
119A48,53歳の男性。肺癌の手術のため入院中である。3日前に右上葉肺癌に対して右肺上葉切除術を行った。術後、胸腔ドレーンからの空気漏れは認めず、昨日、胸腔ドレーンを抜去した。本日、排便時にいきんだところ、呼吸困難が出現した。体温36.6℃。脈拍80/分、整。血圧128/76mmHg。呼吸数16/分。SpO294%(roomair)。胸部エックス線写真(別冊No.17)を別に示す。この患者でみられる身体所見はどれか。 ,a. 動揺胸郭 | b. 頸部の発赤 | c. 腹部の圧痛 | d. 右側胸部の熱感 | e. 右側胸部の握雪感,e,排便時のいきみにより胸腔内圧が上昇し、胸壁や皮下に空気が漏れた結果、右側胸部の皮下気腫（握雪感）が触知されるため。,0.9,e,この患者は右上葉切除術後に呼吸困難を感じており、特に排便時にいきんだときに症状が出現しています。これから考えられるのは、胸腔内の空気もれによる気腫の可能性が高いです。胸部エックス線写真により、皮下気腫が確認されることがあります。皮下気腫は、圧迫時に握雪感を生じるため、「e. 右側胸部の握雪感」が適切な選択です。,0.9,e,術後の胸腔ドレーン除去後、排便時のバルサルバ行為により、残存する肺の微小な空気漏れが亢進し、皮下への空気漏出（気胸も含む可能性がある）につながります。これにより、右側胸部で押すと雪を握るような触感（握雪感＝サブキュタニアス・エンファシー）が認められるため、eが正解です。,1.0,e,胸部x線写真から皮下気腫を疑う所見があり、触診で握雪感がみられる可能性が高い。,0.9,ERROR,Expecting value: line 1 column 1 (char 0),e,この症例は、術後に排便時の努責で生じた気胸が強く疑われます。胸部エックス線写真で右側の気胸が確認でき、気胸の典型的な身体所見として、患側（右側）胸部の握雪感（皮下気腫による捻髪音）が認められます。他の選択肢（動揺胸郭、頸部発赤、腹部圧痛、熱感）は気胸の典型的な所見ではありません。,0.9,
119A49,30歳の経産婦(2妊1産)。妊娠20週、妊婦健康診査のために来院した。妊娠初期の経腟超音波像(別冊No.18)を別に示す。妊娠17週で2児の羊水量に差を認めたため、それ以降週1回の外来通院で経過観察されていた。胎児超音波検査で、第1児に羊水過多と胎児水腫を認め、第2児に羊水過少を認めた。この疾患の原因はどれか。 ,a. 骨髄 | b. 臍帯 | c. 子宮 | d. 胎盤 | e. 羊膜,d,双胎間輸血症候群は単一絨毛膜の胎盤内血管吻合によるため,1.0,d,"このケースは、双胎間輸血症候群（twin-to-twin transfusion syndrome, ttts）の典型的な例です。tttsの主要な原因は、双胎間での胎盤の血流不均衡によるものです。一方の胎児が供血して羊水過小に、もう一方が受血して羊水過多や胎児水腫になる状況がみられるため、この疾患の原因としては「胎盤」が最も適切です。",0.9,d,双胎間輸血症は、単絨毛性双胎における胎盤内の血管奇形による異常血液循環が原因です。胎児間で血液量が不均等に分配され、1胎では水腫や羊水過多、もう1胎では羊水過少となるため、原因は胎盤にあります。,1.0,d,提示された臨床像（妊娠20週、双胎妊娠、羊水量に差、第1児に羊水過多と胎児水腫、第2児に羊水過少）は、双胎間輸血症候群(twin-twin transfusion syndrome: ttts)を示唆する。tttsは、胎盤内の血管吻合を介して、一児から他児へ血液が一方的に移動することで起こる。そのため、原因として最も可能性が高いのは胎盤である。,0.9,ERROR,Expecting value: line 1 column 1 (char 0),b,これは双胎間輸血症候群(ttts)の典型的な症例です。第1児の羊水過多・胎児水腫と第2児の羊水過少という所見は、tttsの特徴的な所見です。tttsは一絨毛膜双胎において、臍帯血管吻合を介して供血児から受血児への一方向性の血流により発生します。したがって、原因は臍帯血管吻合である「臍帯」となります。,0.9,
119A50,63歳の男性。歩行時のふらつきを主訴に来院した。3年前から田んぼのあぜ道を歩くとふらついて転ぶことが多くなった。同時期から便秘と尿失禁がみられるようになった。徐々に歩行時のふらつきが悪化し、歩行器を使うようになった。最近、書字動作がしにくくなり、物が揺れて見えるようになった。既往歴に胃潰瘍がある。家族歴に特記すべきことはない。身長164cm、体重52kg。体温36.3℃。臥位での脈拍64/分、血圧124/62mmHg。立位直後の脈拍68/分、血圧82/50mmHg。胸部と腹部とに異常を認めない。頭部単純MRIのT2強調矢状断像(別冊No.19A)とT2強調水平断像(別冊No.19B)とを別に示す。この患者で認めるのはどれか。 ,a. Romberg徴候 | b. 動眼神経麻痺 | c. 膝踵試験拙劣 | d. 手袋靴下型温痛覚障害 | e. 固定姿勢保持困難〈asterixis>,c,小脳失調の所見として膝踵試験の拙劣がみられるため。,1.0,c,この症例は、歩行時のふらつき、便秘、尿失禁、書字動作の困難、物が揺れて見えるといった症状から、多系統萎縮症（msa）を考えることができる。立位での大幅な血圧低下は、自律神経障害を示唆しており、多系統萎縮症に伴う可能性がある。小脳機能障害の症状として、膝踵試験の拙劣が見られることがあるため、選択肢cが最も適切であると考えられる。他の選択肢はこの症例の特徴には該当しない。,0.8,c,この患者は歩行時のふらつき、書字障害（微小筆字）および自律神経症状（起立性低血圧、便秘、尿失禁）を呈しており、複数の神経系が関与する多系統萎縮症（特にmsa-c型：小脳変性を呈するタイプ）が疑われます。msa-cでは小脳失調がみられ、膝踵試験が拙劣となるため、cが正解です。,1.0,a,mri画像から、脳室拡大（特に側脳室）と高位円蓋部くも膜下腔の拡大が見られる。これらの所見と、歩行障害、尿失禁、認知機能障害（書字困難から示唆）から、正常圧水頭症が疑われる。正常圧水頭症では、romberg徴候が陽性になることが多い。,0.8,ERROR,Expecting value: line 1 column 1 (char 0),c,この症例は多系統萎縮症(msa)が強く疑われます。症状として、起立性低血圧（臥位と立位の血圧差が大きい）、歩行障害、小脳症状（ふらつき、物が揺れて見える）、自律神経症状（便秘、尿失禁）が認められます。小脳症状の一つとして、膝踵試験拙劣が特徴的な所見となります。mri所見でも小脳萎縮を示唆する所見が認められると推測されます。,0.9,
119A51,"10歳の女児。腹痛を主訴に両親に連れられて来院した。今朝から腹痛が出現し、次第に増強してきたため受診した。3歳時に遺伝性球状赤血球症と診断され、小児科で定期的な診察を受けていた。体温37.2℃。脈拍100/分、整。血圧110/58mmHg、呼吸数16/分。皮膚は黄染を認める。腹部は右季肋部に圧痛を認め、左肋骨弓下に脾を4cm触知する。血液所見:赤血球320万、Hb9.2g/dL、Ht33%、白血球9,500、血小板20万。血液生化学所見:総ビリルビン22.3mg/dL、直接ビリルビン15.8mg/dL、AST125U/L、ALT647U/L、Y-GT313U/L(基準9~32)。CRP0.9mg/dL。腹部単純CT水平断像(別冊No.20A)と腹部造影CT冠状断像(別冊No.20B)を別に示す。適切な処置はどれか。 ",a. 血漿交換 | b. 光線療法 | c. 脾臓摘出術 | d. 腹腔鏡下胆囊摘出術 | e. 内視鏡的胆管ドレナージ,e,遺伝性球状赤血球症による胆石症で総胆管結石が疑われ、直接ビリルビン優位の高度黄疸と肝酵素上昇をきたしているため、まずは内視鏡的胆管ドレナージによる胆道の減圧・結石除去が適切となる。,0.9,d,この10歳の女児は遺伝性球状赤血球症を有し、右季肋部の圧痛と高い直接ビリルビン値から、胆石による胆囊炎や胆管炎の可能性が高いです。遺伝性球状赤血球症ではビリルビン胆石ができやすく、胆道系の問題を起こすことが多いです。このような場合は、胆嚢摘出術が適切な処置となります。他の選択肢はこの疾患と症状の組み合わせに対応していません。脾臓摘出術は遺伝性球状赤血球症の治療法として知られていますが、この急性の腹痛に対する処置としては不適です。,0.9,e,この女児は遺伝性球状赤血球症の既往があり、慢性の溶血によりピグメント（胆汁色素）性胆石の形成リスクが高いです。今回、右季肋部痛と黄疸、さらに血液検査で総ビリルビン・直接ビリルビン、alt、y-gtの著明な上昇が認められ、これは胆管内に胆石が移動して胆管閉塞を引き起こしていることを示唆します。腹部ct所見も胆管閉塞を支持していると考えられるため、即時の胆道ドレナージ（内視鏡的胆管ドレナージ：ercp）が適切な処置となります。,1.0,d,"画像所見と臨床所見から、胆石による胆管閉塞が疑われる。遺伝性球状赤血球症による溶血性貧血のため胆石ができやすい。総ビリルビン、直接ビリルビン高値、ast, alt, γ-gtの上昇も胆管閉塞を示唆する。腹腔鏡下胆嚢摘出術が適切である。",0.9,ERROR,Expecting value: line 1 column 1 (char 0),d,この症例は遺伝性球状赤血球症の患者で、胆石症による急性胆囊炎を発症していると考えられます。遺伝性球状赤血球症では溶血により胆石が形成されやすく、ctで胆囊の腫大と胆石が確認できます。症状と検査所見（右季肋部痛、黄疸、肝胆道系酵素の上昇）も急性胆囊炎に合致します。このような場合、腹腔鏡下胆囊摘出術が標準的な治療となります。,0.9,
119A52,"63歳の男性。左腰背部痛を主訴に来院した。昨日、突然、左腰背部に痛みが出現した。痛みが改善しないため受診した。体温36.8℃。脈拍112/分、不整。血圧156/102mmHg。呼吸数16/分。心音と呼吸音とに異常を認めない。左肋骨脊柱角に叩打痛を認める。尿所見:蛋白2+、糖1+、潜血1+、沈渣に赤血球10~20/HPF、白血球1~4/HPF、細菌(一)。血液所見:赤血球522万、Hb17.0g/dL、Ht49%、白血球12,200、血小板15万、Dダイマー10μg/mL(基準1.0以下)。血液生化学所見:総蛋白7.3g/dL、アルブミン4.2g/dL、AST76U/L、ALT113U/L、LD750U/L(基準124~222)、ALP132U/L(基準38~113)、y-GT84U/L(基準13~64)、尿素窒素13mg/dL、クレアチニン1.3mg/dL、尿酸7.2mg/dL、血糖139mg/dL、HbAlc7.3%(基準4.9~6.0)、総コレステロール238mg/dL、トリグリセリド183mg/dL、Na135mEq/L、K3.8mEq/L、C199mEq/L。CRP2.0mg/dL。12誘導心電図で心房細動を認める。胸腹部造影CTの水平断像(別冊No.21A)と冠状断像(別冊No.21B)とを別に示す。この患者の病態の原因で考えられるのはどれか。 ",a. 高血圧 | b. 糖尿病 | c. 腎盂腎炎 | d. 心房細動 | e. 脂質異常症,d,心房細動からの塞栓による左腎梗塞が原因と考えられるため。,0.9,c,この患者は左腰背部痛と、尿所見で潜血や白血球が認められること、さらに左肋骨脊柱角に叩打痛があることから、腎盂腎炎が最も疑われます。心房細動は関係があるかもしれませんが、主要な原因とは考えにくいです。他の選択肢は病態の直接的な原因とはなりにくいことから、腎盂腎炎が妥当と考えました。,0.9,d,この患者は突然の左腰背部痛、左肋骨脊柱角の叩打痛、尿中の血液・蛋白、そして血液検査でのdダイマー上昇が認められ、胸腹部造影ctでも腎実質の虚血性変化が示唆されます。さらに、心電図で心房細動が認められることから、心房内で形成された血栓が腎動脈へ塞栓し、腎梗塞を引き起こしたと考えられるため、最も適する原因は心房細動です。,1.0,d,ct画像で腎梗塞が疑われ、心房細動による血栓が原因として考えられる。,0.9,ERROR,Expecting value: line 1 column 1 (char 0),d,この症例は腎梗塞の典型的な所見を示しています。その原因として最も可能性が高いのは心房細動です。根拠として：,0.9,
119A53,"65歳の男性。全身倦怠感を主訴に来院した。2か月前の健康診断では腎機能障害の指摘はなかった。2週間前に細菌性肺炎のため、自宅近くの診療所で1週間の抗菌薬治療を受けた。肺炎は改善したが、3日前から全身倦怠感と尿量の減少を自覚している。身長170cm、体重62kg。体温36.5℃。脈拍72/分、整。血圧136/82mmHg。尿所見:蛋白(土)、糖1+、潜血(一)、沈渣に白血球10~19/HPF。β2-マイクログロブリン35,200μg/L(基準200以下)。血液所見:赤血球410万、Hb13.2g/dL、Ht38%、白血球9,200。血液生化学所見:総蛋白8.4g/dL、アルブミン4.2g/dL、尿素窒素36mg/dL、クレアチニン2.4mg/dL、血糖98mg/dL、HbAlc5.2%(基準4.9~6.0)。免疫血清学所見:抗核抗体陰性、C396mg/dL(基準52~112)、C430mg/dL(基準16~51)、ASO200単位(基準250以下)、MPO-ANCA陰性、PR3-ANCA陰性。最も考えられる疾患はどれか。 ",a. 膜性腎症 | b. 糖尿病腎症 | c. 急性間質性腎炎 | d. 急性糸球体腎炎 | e. 急速進行性糸球体腎炎,c,抗菌薬使用後の急性の腎機能障害と尿中β2-マイクログロブリンの著明上昇、尿沈渣での白血球増加から急性間質性腎炎が最も疑われるため。,0.9,c,患者は急性の腎機能障害と尿量の減少を呈しており、尿沈渣に白血球が多数認められます。これは急性間質性腎炎の特徴と一致します。抗菌薬の使用歴があり、これは急性間質性腎炎の原因となることがあります。他の選択肢では、この病歴や尿所見に合わないため最も可能性が高いのは急性間質性腎炎です。,0.9,c,最近の抗菌薬治療に起因する薬剤性急性間質性腎炎と考えられる。尿中β2‐マイクログロブリンの大幅な上昇や尿沈渣の白血球増加が、近位尿細管障害・間質炎症の所見であり、他の選択肢（膜性腎症、糖尿病腎症、急性・急速進行性糸球体腎炎）とは臨床像が一致しないため。,0.95,c,抗菌薬使用後の腎機能障害、尿所見（蛋白尿、白血球尿）、高値のβ2-マイクログロブリン血症から、薬剤性急性間質性腎炎が最も疑わしい。,0.9,ERROR,Expecting value: line 1 column 1 (char 0),c,以下の理由から急性間質性腎炎が最も考えられます：,0.9,
119A54,46歳の女性。人間ドックで血液検査の異常を指摘され、精査のため来院した。自覚症状はない。身長166cm、体重59kg。脈拍72/分、整。血圧126/82mmHg。血液生化学所見:アルブミン4.4g/dL、尿素窒素11mg/dL、クレアチニン0.5mg/dL、Na142mEq/L、K4.2mEq/L、C1104mEq/L、Ca11.2mg/dL、P3.4mg/dL、副甲状腺ホルモン102pg/mL(基準10~60)。頸部超音波像(別冊No.22)を別に示す。この疾患で正しいのはどれか。 ,a. 白内障を合併しやすい。 | b. 全身性の骨軟化症がみられる。 | c. 異所性ホルモン産生腫瘍である。 | d. 尿中カルシウム排泄率は増加する。 | e. 甲状腺癌に関連するカルシウム異常である。,d,原発性副甲状腺機能亢進症では高カルシウム血症により尿中への排泄が増加するため。,0.9,d,この患者は高カルシウム血症と副甲状腺ホルモン（pth）の上昇が見られ、副甲状腺機能亢進症が疑われます。この状態では、腎臓からのカルシウムの再吸収が増加し、尿中カルシウム排泄率が増加することがあります。他の選択肢は副甲状腺機能亢進症の典型的な特徴ではありません。,0.9,d,この症例は原発性副甲状腺機能亢進症であり、高カルシウム血症により尿中へのカルシウム排泄が増加するため。その他の選択肢は該当疾患の特徴とは異なる。,1.0,a,副甲状腺ホルモン(pth)高値と高カルシウム血症から原発性副甲状腺機能亢進症が考えられる。頸部超音波像で腫瘍が認められることから、腺腫による可能性が高い。原発性副甲状腺機能亢進症では、高カルシウム血症により白内障を合併しやすい。,0.9,ERROR,Expecting value: line 1 column 1 (char 0),d,この症例は原発性副甲状腺機能亢進症の典型的な所見を示しています。血清カルシウム高値（11.2mg/dl）、副甲状腺ホルモン高値（102pg/ml）が特徴的です。原発性副甲状腺機能亢進症では、副甲状腺ホルモンの過剰分泌により、腎臓でのカルシウム再吸収が抑制され、尿中カルシウム排泄が増加します。他の選択肢は誤りで、特にこの疾患では骨軟化症ではなく骨粗鬆症を引き起こし、異所性腫瘍でもなく、通常は副甲状腺腺腫が原因です。,0.9,
