question_number,question_text,choices,has_image,gpt-4o_answer,gpt-4o_explanation,gpt-4o_confidence,o1_answer,o1_explanation,o1_confidence,o3-mini_answer,o3-mini_explanation,o3-mini_confidence,claude_answer,claude_explanation,claude_confidence,gemini_answer,gemini_explanation,gemini_confidence
119D22,"28歳の女性。妊娠に関する相談のため来院した。3年前から全身性エリテマトーデス〈SLE〉で自宅近くの医療機関に通院しており、グルココルチコイドの内服で、病状は1年以上前から安定している。近い将来、挙児を希望しており相談のため紹介受診した。体温36.5℃。脈拍68/分、整。血圧108/62mmHg。顔面、体幹および四肢に皮疹を認めない。心音と呼吸音とに異常を認めない。下腿に浮腫を認めない。(持参した前医の検査データ)尿所見:蛋白(一)、潜血(一)。血液所見:赤血球439万、Hb12.0g/dL、白血球4,200、血小板15万。血液生化学所見:尿素窒素10mg/dL、クレアチニン0.6mg/dL。免疫血清学所見:CRP0.1mg/dL、リウマトイド因子〈RF〉80·IU/mL(基準20未満)、抗核抗体1,280倍(基準20以下)、抗dsDNA抗体23IU/mL(基準12以下)、抗Sm抗体陽性、抗RNP抗体陽性、抗SS-A抗体陽性、抗リン脂質抗体陰性、血清補体値(CH50)35U/mL(基準30~40)、C384mg/dL(基準52~112)、C429mg/dL(基準16~51)。診察の結果、妊娠は可能と判断された。この患者でみられる自己抗体で妊娠の際に胎児に影響を与える可能性があるのはどれか。 ",a. 抗Sm抗体 | b. 抗RNP抗体 | c. 抗SS-A抗体 | d. 抗dsDNA抗体 | e. リウマトイド因子〈RF〉,False,c,妊娠時に胎児に影響を与える可能性のある自己抗体は抗ss-a抗体です。抗ss-a抗体は新生児ループスや先天性心ブロックのリスクを増加させることが知られています。他の選択肢で示されている抗体は胎児への直接的な影響は一般的に認められていません。,0.9,c,抗ss-a抗体（抗ro抗体）は新生児ループスや先天性房室ブロックを引き起こす可能性があるため,1.0,c,抗ss-a抗体（抗ro抗体）は胎盤を通過して新生児ループスや先天性心ブロックを引き起こす可能性があるため。,1.0,c,抗ss-a抗体は胎児の完全房室ブロックを引き起こす可能性があることが知られています。特に妊娠16-24週の時期に心臓の伝導系に影響を与え、先天性心ブロックを引き起こすリスクがあります。他の抗体（抗sm抗体、抗rnp抗体、抗dsdna抗体、rf）は、直接的な胎児への影響は比較的少ないとされています。,0.9,c,抗ss-a抗体は、胎児に移行し、新生児ループスや先天性房室ブロックを引き起こす可能性がある。他の自己抗体は、胎児への影響は比較的少ない。,1.0
119D23,"32歳の女性。甲状腺の検査を希望して来院した。5か月前に第2子を出産した。妊娠前に受けた検査で抗甲状腺ペルオキシダーゼ〈TPO〉抗体強陽性であったため、妊娠期間中にも定期的に甲状腺ホルモン検査を受けていたが、これまでに甲状腺機能の異常を指摘されたことはなく自覚症状もない。体温36.7℃。脈拍92/分、整。血圧126/86mmHg。眼瞼結膜と眼球結膜とに異常を認めない。びまん性のやや硬い甲状腺腫を触れるが圧痛はない。胸腹部に異常を認めない。尿所見:蛋白(一)、糖(土)、ケトン体(一)。血液所見:赤血球420万、Hb12.3g/dL、Ht40%、白血球6,700、血小板21万。血液生化学所見:アルブミン4.0g/dL、AST13U/L、ALT15U/L、クレアチニン0.4mg/dL、TSH0.02μU/mL未満(基準0.4~4.0)、FT42.3ng/dL(基準0.8~1.8)。CRP0.1mg/dL。この時点での方針で正しいのはどれか。 ",a. 抗甲状腺薬を投与する。 | b. 甲状腺亜全摘術を行う。 | c. 無機ヨウ素を投与する。 | d. グルココルチコイドを投与する。 | e. 2~4週間後に甲状腺機能を再検する。,False,e,出産後5ヶ月以内の甲状腺機能亢進は、無痛性甲状腺炎または出産後甲状腺炎が疑われます。これらは通常一過性であり、経過観察が基本となります。甲状腺ホルモン検査を2~4週間後に再検する方針が適切です。薬物や手術などの侵襲的治療は必要ありません。,0.9,e,出産後の無痛性甲状腺炎（postpartum thyroiditis）が疑われ、軽度の甲状腺機能亢進なら経過観察が原則であり、2～4週間後の機能再検が適切である。,1.0,e,この症例は、産後に見られる自己免疫性甲状腺炎（産後甲状腺炎）による一過性の甲状腺機能亢進が考えられる。抗ｔｐｏ抗体陽性であった経歴、臨床症状の乏しさ、軽度の所見と検査値から、現時点で積極的な治療（抗甲状腺薬、手術、無機ヨウ素、グルココルチコイド等）は不要で、経過観察のため2〜4週間後に再検するのが適切である。,1.0,e,この症例は産後甲状腺炎の可能性が高いです。その理由は：,0.9,e,tsh低値、ft4高値であり、甲状腺機能亢進症を認める。抗tpo抗体陽性であること、産後5ヶ月であることから、無痛性甲状腺炎の可能性が高い。無痛性甲状腺炎は一過性の甲状腺機能亢進症を呈することが多く、自然軽快することが期待できるため、2~4週間後に甲状腺機能を再検することが適切である。,1.0
119D24,"68歳の女性。右上肢の腫れと強い痛みを主訴に来院した。昨夜から右中指の腫れと痛みを自覚していたが、今朝には腫脹と強い痛みが上腕まで拡大し、我慢することが出来なくなったため受診した。既往歴に特記すべきことはない。意識は清明。体温37.9℃。脈拍112/分、整。血圧82/60mmHg。呼吸数24/分。SpO299%(roomair)。右手から上腕部の腫脹と圧痛を認める。右中指から手首にかけての皮膚所見(別冊No.9A)を別に示す。血液所見:Hb12.3g/dL、白血球16,300、血小板20万。血液生化学所見:アルブミン3.0g/dL、総ビリルビン0.8mg/dL、AST88U/L、ALT20U/L、LD310U/L(基準:124~222)、CK720U/L(基準41~153)、尿素窒素22mg/dL、クレアチニン1.2mg/dL。CRP30mg/dL。右上腕造影CTでは筋間組織に液体貯留と筋肉内の造影不良域を認めるが、ガス像は認めない。来院翌日に陽性となった血液培養のボトル内容のGram染色標本(別冊No.9B)を別に示す。原因微生物はどれか。 ",a. Clostridium perfringens | b. Pseudomonas aeruginosa | c. Staphylococcus aureus | d. Streptococcus pyogenese | e. Vibrio vulnificus,True,d,,1.0,d,gram染色標本で連鎖状に配列するグラム陽性球菌が認められたため。,1.0,d,この症例は、右上肢に急速に拡大する重度の痛みと腫脹、全身性のショック状態が認められ、ctではガス像がなく、筋間液体貯留および筋肉内造影不良域があるため、侵襲性の高い壊死性筋膜炎が疑われます。グラム染色標本からは、連鎖球菌の所見が示唆され、原因菌として最も頻度が高いのはβ溶血性連鎖球菌、すなわちstreptococcus pyogenesであるため、最も適切な回答はdとなります。,1.0,d,この症例は以下の特徴から連鎖球菌（streptococcus pyogenes）による壊死性筋膜炎と考えられます：,0.9,d,右中指の皮膚所見(壊死性筋膜炎を示唆)とgram染色標本(連鎖状の球菌)から、起炎菌はstreptococcus pyogenes(a群溶連菌)である可能性が最も高い。,1.0
119D25,"24歳の女性。総合病院の救急外来に勤務する看護師。2年前に入職してから救急外来での勤務を続けている。医師の処置の介助をしていたところ、突然呼吸困難が出現したため診察を受けた。意識は清明。体温36.4℃。脈拍96/分、整。血圧116/72mmHg。呼吸数22/分。SpO298%(roomair)。胸部で広範に喘鳴を聴取する。短時間作用性β2刺激薬の吸入で速やかに改善した。既往にアトピー性皮膚炎と喘息があり、副腎皮質ステロイド吸入薬で治療を受けコントロールは良好である。職場で処置中に同様のエピソードが複数回あった。血液所見:赤血球435万、Hb14.0g/dL、Ht42%、白血球6,300(好中球62%、好酸球3%、単球5%、リンパ球30%)、血小板25万。免疫血清学所見:IgE188IU/mL(基準170以下)。ラテックス特異的IgEが異常高値であった。適切な対応はどれか。 ",a. 離職 | b. 配属部署の変更 | c. 処置時の手袋の変更 | d. 抗IgEモノクローナル抗体の投与 | e. 副腎皮質ステロイド吸入薬の増量,False,c,患者はラテックスアレルギーが疑われ、ラテックス特異的igeが異常高値です。呼吸困難は勤務中の特定の処置中に出現しているため、ラテックス製の手袋が原因の可能性があります。適切な対応は、ラテックスを含まない手袋に変更することです。,0.9,c,ラテックスアレルギーが原因と考えられるため、手袋をラテックスフリーのものに変更することが最も適切な対応である。,1.0,c,患者はラテックス特異的igeの上昇が示す通り、ラテックスに対するアレルギー反応が原因であるため、処置時に使用する手袋を非ラテックス製品に変更するのが最も適切な対応となる。,1.0,c,この症例はラテックスアレルギーの典型例です。医療従事者がラテックス手袋の使用により症状を発症しており、ラテックス特異的igeが高値であることから診断が確定します。最も適切な対応は、ラテックスフリーの手袋（ニトリルやビニール製など）に変更することです。離職や配属変更は過剰な対応であり、薬物療法の変更は根本的な原因に対処していません。,0.9,c,ラテックスアレルギーによる喘息の可能性が高い。そのため、ラテックス手袋の使用を避けることが適切である。,1.0
119D26,66歳の女性。微熱および持続する咳嗽を主訴に来院した。1年前から間質性肺炎を伴う関節リウマチに対して抗TNF-α抗体製剤とNSAIDで治療されている。他に骨粗鬆症と逆流性食道炎でカルシウム製剤、活性型ビタミンD製剤およびプロトンポンプ阻害薬を内服している。精査の結果、間質性肺炎の増悪はなく、肺結核と診断された。中止すべき薬剤はどれか。 ,a. NSAID | b. カルシウム製剤 | c. 抗TNF-α抗体製剤 | d. プロトンポンプ阻害薬 | e. 活性型ビタミンD製剤,False,c,抗tnf-α抗体製剤は免疫抑制作用を持ち、結核などの感染症を悪化させる可能性があります。肺結核と診断された場合は、この製剤を中止することが推奨されます。他の選択肢は結核の治療に影響を与える可能性が低いです。,0.9,c,抗tnf-α抗体製剤は結核の重症化リスクが高いため、中止が推奨される。,1.0,c,抗tnf-α抗体製剤は免疫抑制作用により肺結核の再活性化リスクを増大させるため、診断された肺結核治療中は中止すべき薬剤となる。,1.0,c,抗tnf-α抗体製剤は結核のリスクを上昇させることが知られており、活動性結核の患者では禁忌です。tnf-αは結核菌に対する防御免疫において重要な役割を果たすため、抗tnf-α抗体製剤の使用により結核が顕在化・悪化する可能性があります。他の薬剤は結核の治療に影響を与えないため、継続可能です。,0.9,c,肺結核と診断された場合、抗tnf-α抗体製剤は結核を悪化させる可能性があるため、中止する必要があります。,1.0
119D27,87歳の男性。嘔吐と体重減少を主訴に来院した。1か月前から食物の飲み込みにくさや悪心を自覚するようになった。徐々に食事摂取が困難となり、最近では1日に何度も嘔吐し、体重は1か月で4kg減少したため受診した。喫煙は20本/日を60年間。飲酒は焼酎2合/日を50年間。意識は清明。身長170cm、体重48kg。体温36.4℃。脈拍80/分、整。血圧124/62mmHg。腹部は平坦、軟で、肝·脾を触知しない。食道造影では水溶性造影剤の通過が遅延し、食道中部に高度の不整狭窄像を認めた。上部消化管内視鏡検査で胸部中部食道癌と診断したが、狭窄部は内視鏡での通過が不可能であった。経口摂取を可能とするための適切な対応はどれか。 ,a. 口腔ケア | b. 食道ステント留置術 | c. 内視鏡的筋層切開術 | d. 嚥下リハビリテーション | e. 経皮内視鏡的胃瘻造設術,False,b,胸部中部食道癌による高度の不整狭窄のため内視鏡が通過できない状況では、経口摂取を可能にするために食道ステントの留置が最も効果的な対応です。これにより、狭窄が緩和され、食物の通過が改善されます。他の選択肢では直接的な食道の狭窄改善は期待できません。,0.9,b,進行した胸部中部食道癌で内視鏡の通過も困難な狭窄があるため、経口摂取を可能とするためには食道ステント留置術が適切である。,1.0,b,この症例は高度の不整狭窄を認める胸部中部食道癌であり、内視鏡での通過が不可能なため、経口摂取を可能にするには狭窄部を拡げる必要があります。食道ステント留置術は、腫瘍性狭窄の患者に対して迅速な経口摂取再開を可能にする標準的な治療法です。,1.0,b,この症例では、進行食道癌による高度狭窄があり、経口摂取が困難な状態です。食道ステント留置術は、切除不能な食道癌による狭窄に対する緩和治療として最も適切な選択肢です。ステント留置により、狭窄が解除され、経口摂取が可能となります。他の選択肢（口腔ケア、嚥下リハビリ、筋層切開術）は原因となる狭窄を解決できず、胃瘻造設術は食道狭窄より上部からの栄養摂取となるため最適ではありません。,0.9,e,食道癌による高度狭窄で内視鏡が通過できないため、経口摂取は困難。食道ステントも通過できない可能性があり、内視鏡的筋層切開術も適応外。嚥下リハビリは経口摂取が可能な状態で行う。経皮内視鏡的胃瘻造設術は、経口摂取が困難な場合の栄養確保の手段として適切。,0.9
119D28,63歳の女性。呼吸困難と意識障害を主訴に夫に連れられて夜間救急外来を受診した。2年前から右下肢が上がりにくく転倒するようになり、1年前には右上肢の筋力低下が出現した。線維束性収縮を伴う右優位の四肢の筋力低下と筋萎縮を認め、各種検査の結果、筋萎縮性側索硬化症〈ALS〉と診断され、病名の告知を受けた。この時点では肺活量、血液ガス分析の結果は正常であったが、将来の呼吸器の導入について本人、夫と主治医が話し合いを重ね、必要時には気管切開の後、人工呼吸器を装着する方針となった。6か月前から食事に時間がかかり嚥下障害も目立つようになった。1か月前の肺活量では%VCが58%であった。本日の朝から呼吸困難の訴えがあり、呼びかけへの反応が徐々に鈍くなったため夫に連れられて受診した。意識は傾眠状態。身長160cm、体重38kg。体温36.9℃。脈拍80/分、整。血圧172/76mmHg。呼吸数20/分。四肢の筋萎縮に加えて舌萎縮を認める。動脈血ガス分析(roomair):pH7.37、PaCO267Torr、PaO258Torr、HCO338mEq/L。主治医と以前に決定していた治療方針に関する意思決定に変わりがないことを救急外来担当医が夫に確認した。適切な対応はどれか。 ,a. 筋力増強訓練実施 | b. エダラボン静注開始 | c. 翌日の再受診を指示 | d. リルゾール内服開始 | e. 非侵襲的陽圧換気<NPPV>開始,False,e,本症例は筋萎縮性側索硬化症（als）で、呼吸不全が進行している状態です。paco2の上昇とpao2の低下はこれを示しています。以前合意された治療方針に基づき、即座に呼吸補助が必要です。非侵襲的陽圧換気（nppv）は侵襲的な気管切開を避け、呼吸を補助する適切な初期対応となります。他の選択肢より適切性が高いです。,0.9,e,呼吸不全を来しているals症例に対しては、まず非侵襲的陽圧換気(nppv)を導入して呼吸管理を行うことが急務であるため。,0.9,e,この患者はalsの進行に伴う呼吸筋不全により、慢性的な高co₂血症と低酸素血症（abg: ph 7.37、paco₂ 67 torr、pao₂ 58 torr、hco₃ 38 meq/l）を呈しており、既に以前の話し合いで必要時の人工呼吸サポート（気管切開後の人工呼吸器装着）が決定されていました。救急外来での急性呼吸不全の対応としては、速やかな換気サポートが必要となるため、最も直接的に呼吸状態の改善を図ることができる「非侵襲的陽圧換気（nppv）開始」が適切な対応となります。,1.0,e,この患者は alsの進行により呼吸不全を呈しており、動脈血ガス分析でpaco2 67torrと高値を示す呼吸性アシドーシスの状態です。%vcも58%と低下しており、意識レベルの低下も認めます。このような状況では、気管切開・人工呼吸器装着の前段階として、まず非侵襲的陽圧換気(nppv)の導入が適切です。エダラボンやリルゾールは病態の進行抑制が目的であり、現在の急性呼吸不全には対応できません。また、この状態での帰宅は危険です。,0.9,e,als患者であり、呼吸困難と高炭酸ガス血症を認めるため、nppvが適切な対応である。,1.0
119D29,47歳の男性。咽頭痛を主訴に来院した。3日前から咽頭痛があり、今朝から唾液の飲み込みが困難になり、息苦しさも感じるようになったため受診した。体温38.0℃。呼吸数22/分。SpO293%(roomair)。含み声があり、頸部聴診で喘鳴を認める。喉頭内視鏡像(別冊No.10)を別に示す。まず行うべき対応はどれか。 ,a. NSAIDの投与 | b. 胃管挿入 | c. 気道確保 | d. 抗菌薬の投与 | e. 自宅安静の指示,True,c,含み声、喘鳴、息苦しさの症状から急性喉頭蓋炎が疑われ、気道閉塞のリスクが高いため、まず気道確保が必要です。,1.0,c,喉頭蓋炎が疑われ、気道狭窄が進行しているため最優先で気道を確保する必要がある。,1.0,c,症例は咽頭痛から進行し、唾液の飲み込み困難や呼吸困難を呈しており、含み声や頸部での喘鳴も認められるため、まず生命に直結する気道確保が最優先となる。,1.0,c,喉頭蓋炎が疑われる状況です。呼吸困難（息苦しさ、spo2低下）、含み声、喘鳴があり、急速に気道閉塞をきたす可能性がある緊急状態です。このような場合、最優先で気道確保を行う必要があります。他の治療（抗菌薬投与など）は重要ですが、まず気道確保が最優先となります。,0.9,c,喉頭内視鏡像から喉頭蓋の腫脹が著明であり、呼吸困難を伴っているため、気道確保が最優先となる。,1.0
119D30,"60歳の男性。腹痛と動悸を主訴に来院した。4週間前に早期胃癌で腹腔鏡下胃全摘術を受けた。術後に経口摂取が開始となり、少しずつ食欲も増して食事量も多くなってきた。1週間前から、食後5~10分で、腹痛、下痢、めまい、顔面紅潮および動悸が出現するようになった。しばらく横になると症状は軽快するが心配になり受診した。身長170cm、体重50kg。体温36.4℃。脈拍64/分、整。血圧118/62mmHg。呼吸数12/分。SpO298%(roomair)。眼瞼結膜と眼球結膜とに異常を認めない。心音と呼吸音とに異常を認めない。腹部は平坦、軟で、圧痛を認めない。4か所の手術痕を認める。血液所見:赤血球460万、Hb13.7g/dL、Ht42%、白血球8,200、血小板18.万。血液生化学所見:総蛋白6.8g/dL、アルブミン4.2g/dL、総ビリルビン0.6mg/dL、AST20U/L、ALT22U/L、LD140U/L(基準124~222)、ALP80U/L(基準38~113)、Y-GT40U/L(基準13~64)、アミラーゼ48U/L(基準44~132)、尿素窒素12mg/dL、クレアチニン0.8mg/dL、血糖88mg/dL、HbAlc5.0%(基準4.9~6.0)。CRP0.1mg/dL。最も考えられるのはどれか。 ",a. 胆石症 | b. 心房細動 | c. 単純性腸閉塞 | d. 巨赤芽球性貧血 | e. ダンピング症候群,False,e,術後に食後すぐ腹痛、動悸、めまい、下痢、顔面紅潮があるため、胃切除後の早期ダンピング症候群が最も考えられます。多くの症状が全摘術後のダンピング症候群のものと一致しています。,0.9,e,胃切除後に食後早期に腹痛や動悸、めまいなどが出現し横になると軽快する典型的なダンピング症候群であるため。,0.95,e,術後早期に出現する食後の腹痛、下痢、顔面紅潮、動悸などの症状は、胃全摘術後によくみられるダンピング症候群の典型的な所見であるため。,1.0,e,この症例はダンピング症候群の典型的な臨床像を示しています。胃全摘術後の患者で、食後5-10分という早期に、腹痛、下痢、めまい、顔面紅潮、動悸などの自律神経症状が出現し、横になると改善する点が特徴的です。また、症状が食事量の増加に伴って出現している点も、ダンピング症候群に合致します。血液検査では特に異常所見を認めず、他の疾患を示唆する所見はありません。,0.95,e,早期胃癌で腹腔鏡下胃全摘術後、食後に腹痛、下痢、めまい、顔面紅潮、動悸が出現しており、ダンピング症候群の症状と合致する。,1.0
119D31,"8歳の女児。膝が痛くて歩けないことを主訴に両親に連れられて来院した。3日前から左膝の痛みが生じ、2日前に発熱を認めた。昨日から左膝が痛くて歩けなくなった。薬剤に対するアレルギーはない。意識は清明。身長125cm、体重27kg。体温37.3℃。脈拍100/分、整。血圧110/60mmHg。呼吸数24/分。咽頭に発赤は認めない。心音と呼吸音とに異常を認めない。腹部は平坦、軟で、肝·脾を触知しない。左膝の写真(別冊No.11)を別に示す。左膝の関節可動域に制限を認めない。血液所見:赤血球403万、Hb11.3g/dL、Ht35%、白血球14,000(桿状核好中球6%、分葉核好中球67%、好酸球1%、単球12%、リンパ球14%)、血小板34万。血液生化学所見:総蛋白6.7g/dL、AST35U/L、ALT23U/L、LD358U/L(基準145~320)。CRP18mg/dL。膝関節MRIで関節腔や骨髄に異常を認めない。初期治療で投与すべきなのはどれか。 ",a. クラリスロマイシン | b. クリンダマイシン | c. セファゾリン | d. メロペネム | e. レボフロキサシン,True,c,患者は左膝の発赤と腫脹、crpが高値であり、感染症を示唆しています。関節mriに異常がないことから、関節炎よりも蜂窩織炎が疑われます。セファゾリンは蜂窩織炎の第一選択薬です。,0.9,c,皮膚・軟部組織感染症を想定し、mssaやレンサ球菌などをカバーできる第1世代セフェム系薬が初期治療の第一選択となるため。,0.9,c,小児の急性膝周囲の炎症・感染症では、黄色ブドウ球菌（mssa）が最も多く、mrsaのリスク因子が特になければ第一選択薬は第一世代セファロスポリン（例：セファゾリン）となるため。mriで関節内や骨髄に異常が認められず、関節可動域も正常なことから、関節内の感染より皮下や周囲組織の感染が疑われ、初期治療としてセファゾリンが適切である。,1.0,c,この症例は、発熱、関節痛、血液検査での白血球増多とcrp上昇から急性化膿性関節炎が疑われます。小児の化膿性関節炎の起因菌として最も多いのは黄色ブドウ球菌であり、初期治療としては抗ブドウ球菌活性の高いセファゾリン（第一世代セフェム系抗菌薬）が最適です。メロペネムは広域すぎ、他の選択肢は起因菌に対する有効性が劣ります。,0.9,c,写真から左膝に蜂窩織炎が疑われる。起炎菌として多いのは黄色ブドウ球菌、レンサ球菌であるため、初期治療としてセファゾリンが適切である。,0.8
119D32,"18歳の男子。前胸部痛を主訴に来院した。1週間前から胸部圧迫感と息切れが出現し、徐々に増悪したため受診した。臥位になるとさらに悪化する。体温37.5℃。脈拍88/分、整。血圧110/72mmHg。呼吸数20/分。SpO296%(roomair)。両側の胸部で呼吸音の減弱を認める。血液所見:赤血球502万、Hb15.2g/dL、Ht45%、白血球9,800、血小板26万。血液生化学所見:総ビリルビン0.6mg/dL、AST42U/L、ALT9U/L、LD768U/L(基準124~222)、CEA1.6ng/mL(基準5以下)、CA19-949U/mL(基準37以下)、α-フェトプロテイン〈AFP〉200ng/mL(基準20以下)、hCG82.6mIU/mL(基準0.7以下)。免疫血清学所見:CRP4.8mg/dL、抗アセチルコリン受容体抗体0.1nmol/L(基準0.2以下)。胸部エックス線写真(別冊No.12A)と胸部単純CT冠状断像(別冊No.12B)を別に示す。診断はどれか。 ",a. 胸腺腫 | b. 小細胞癌 | c. 胚細胞腫瘍 | d. 悪性リンパ腫 | e. サルコイドーシス,True,c,症例の年齢、症状（胸部痛、呼吸困難、臥位での悪化）、腫瘍マーカー（afpとhcgの上昇）から、胚細胞腫瘍が最も疑わしいです。,0.9,c,afp・hcgの上昇を伴う前縦隔腫瘍であり、胚細胞腫瘍が最も適切な診断であるため。,1.0,c,18歳の男子で前胸部に発生する腫瘤に加え、afp（200ng/ml）およびhcg（82.6miu/ml）の上昇は、胸腺腫や悪性リンパ腫、サルコイドーシスではなく、胚細胞腫瘍（非精原性奇形腫瘍）の特徴と一致するため。,1.0,c,以下の理由から胚細胞腫瘍が最も考えられます：,0.9,c,胸部x線写真およびct画像で縦隔腫瘍を認め、afpとhcgが高値であることから、胚細胞腫瘍が最も可能性が高い。,1.0
119D33,10か月の男児。発疹を主訴に両親に連れられて来院した。3日前から38℃台の発熱が持続し、本日解熱した直後に全身の発疹が出現したため受診した。発熱時には機嫌は良く、軽度の軟便があった。解熱後は不機嫌であった。身長68cm、体重9kg。体温36.5℃。脈拍112/分、整。血圧98/52mmHg。呼吸数30/分。SpO298%(roomair)。体幹部を中心に斑状の紅色丘疹を認める。全身状態は良好であり、眼瞼結膜と眼球結膜とに異常を認めない。咽頭は軽度の発赤を認める。口唇の紅潮は認めない。頸部リンパ節を触知しない。心音と呼吸音とに異常を認めない。腹部は平坦、軟で、肝·脾を触知しない。考えられる原因ウイルスはどれか。 ,a. 風疹ウイルス | b. 麻疹ウイルス | c. パルボウイルスB19 | d. ヒトヘルペスウイルス6 | e. Epstein-Barr〈EB〉ウイルス,False,d,解熱後に全身に発疹が出現し、以前は発熱時に機嫌が良いといった症状の組み合わせは典型的に突発性発疹（roseola infantum）に一致します。この病気はヒトヘルペスウイルス6（hhv-6）によって引き起こされます。また全身状態が良好であることも特徴的です。,0.9,d,発熱が解熱した直後に体幹を中心とする発疹が出現する典型的な突発性発疹の臨床像であり、原因ウイルスはヒトヘルペスウイルス6が考えられる。,1.0,d,10か月児で、3日間の高熱後に発疹が出現するという経過は、玫瑰疹（roseola infantum）の典型的な所見であり、その原因ウイルスはヒトヘルペスウイルス6であるため。,1.0,d,この症例は突発性発疹の典型的な経過を示しています。3-4日間の高熱の後、解熱と同時に発疹が出現する臨床経過、乳幼児の年齢、発熱時の比較的良好な機嫌、解熱後の不機嫌さは、ヒトヘルペスウイルス6（hhv-6）による突発性発疹に特徴的です。また、発疹の性状（体幹部中心の斑状紅色丘疹）も合致します。他のウイルス性発疹症とは臨床経過が明確に異なります。,0.9,d,発熱後解熱し、体幹部を中心に斑状の紅色丘疹が出現したことから、突発性発疹が考えられる。突発性発疹の主な原因ウイルスはヒトヘルペスウイルス6である。,1.0
119D34,38歳の女性。自宅にこもりがちな状態が続いていることを心配した母親に付き添われて来院した。6か月前に夜遅く会社から帰宅する時、乗っていたタクシーがトラックと正面衝突事故を起こし救急搬送された。タクシーの運転手は意識不明の重体であったが、本人は軽症で3日後に退院した。入院中から不眠が続き、退院後も自動車事故の光景を繰り返し思い出すようになり、車に乗ることだけでなく周囲に車が近づくだけで不安が強まるため、あまり外出しなくなっている。診断はどれか。 ,a. うつ病 | b. 適応障害 | c. 脱抑制性対人交流症 | d. 反応性アタッチメント症 | e. 心的外傷後ストレス障害〈PTSD〉,False,e,このケースでは、患者がタクシー事故のトラウマ的な経験を何度も思い出し、それに関連する不安が強く発生していること、またそのために外出を避ける行動を取るようになっています。これらの症状は心的外傷後ストレス障害〈ptsd〉の特徴に一致します。事故のトラウマがその後の生活に影響を及ぼしているため、ptsdと診断するのが適切です。,0.95,e,交通事故という外傷体験を繰り返し思い出し、不眠や不安の持続、回避行動が認められるためptsdと判断される,1.0,e,この症例は、交通事故という重大な外傷性出来事を経験した後、不眠、フラッシュバック、回避行動といったptsdの特徴的症状が見られるため、心的外傷後ストレス障害〈ptsd〉と診断するのが適切です。,1.0,e,この症例は典型的なptsdの症状を示しています。主な根拠は：,0.95,e,事故の既往、フラッシュバック、不眠、回避行動などの症状から、心的外傷後ストレス障害（ptsd）が最も考えられる。,0.9
119D35,"4歳の男児。転倒しやすいことを心配した両親に連れられて来院した。周産期と乳児期の発達歴に異常はなく、歩行開始は1歳2か月であった。3歳ごろから、幼稚園の他の児と比較して走るのが遅いことに気付かれていた。現在、階段昇降は可能だが、ジャンプができない。これまでに精神発達の異常は指摘されていない。母方の叔父が心筋症のため28歳で死亡。身長99.0cm、体重15.5kg。体温36.6℃。脈拍104/分、整。顔貌は正常。心音と呼吸音とに異常を認めない。腹部は平坦、軟で、肝·脾を触知しない。四肢筋量の低下を認めない。筋緊張は正常で、腱反射に異常を認めない。血液生化学所見:AST424U/L、ALT460U/L、LD1,250U/L(基準175~365)、CK16,500U/L(基準43~270)。診断に有用なのはどれか。 ",a. 脳波検査 | b. 遺伝子検査 | c. 呼吸機能検査 | d. 脳脊髄液検査 | e. 末梢神経伝導検査,False,b,問題文で示された症状と検査所見（特に高値のck）から、デュシェンヌ型筋ジストロフィーが疑われます。母方の叔父が心筋症で死亡していることもx連鎖劣性遺伝を示唆します。この疾患の診断には、遺伝子検査が有用です。,0.95,b,母方の叔父の若年死亡（心筋症）や極めて高値のckなどから、x連鎖劣性遺伝のduchenne型筋ジストロフィーを疑い、診断には遺伝子検査が有用である。,1.0,b,臨床所見と検査値（特にckの著明な上昇）、家族歴（母方の叔父の心筋症死亡）から、x連鎖性のデュシェンヌ型筋ジストロフィーが疑われる。遺伝子検査は、原因となるジストロフィン遺伝子の変異を確認するために最も有用である。,1.0,b,この症例は、以下の特徴からデュシェンヌ型筋ジストロフィーが強く疑われます：,0.9,b,ck高値、ast/alt上昇、母方叔父の心筋症死亡歴から、筋ジストロフィー（特にデュシェンヌ型）を疑う。確定診断には遺伝子検査が有用。,0.95
