question_number,question_text,choices,has_image,deepseek_answer,deepseek_explanation,deepseek_confidence
119C50,59歳の女性。がん検診で便潜血反応陽性を指摘され来院した。便通異常の自覚はない。意識は清明。身長152cm、体重46kg。体温36.1℃。脈拍64/分、整。血圧136/82mmHg。眼瞼結膜と眼球結膜とに異常を認めない。頸部リンパ節を触知しない。心音と呼吸音とに異常を認めない。腹部は平坦、軟で、肝·脾を触知しない。腸雑音に異常を認めない。四肢に浮腫を認めない。下部消化管内視鏡検査のS状結腸像(別冊No.7)を別に示す。生検組織の病理検査で高分化腺癌と診断された。患者から「私の病気の場合、どこに転移しやすいのでしょうか」との質問があった。この患者で最も転移の可能性が高い臓器はどれか。 ,a. 脳 | b. 肺 | c. 肝臓 | d. 骨髄 | e. 副腎,True,c,大腸癌の転移は主に門脈を介した血行性転移が多く、肝臓が最も高頻度に転移する部位である。他の選択肢（肺・脳・骨髄など）は大腸癌の転移先としての頻度が低い。,0.95
119C51,"19歳の女性。無月経と倦怠感を主訴に来院した。1年前から体重の減量を目的に食事を減らすようになった。6か月前から月経がなく、1か月前から倦怠感を自覚しているため心配した母親とともに受診した。1年前と比較して体重は約10kg減少している。本人は減量に満足しておらずもう少し体重を減らしたいと考えている。意識は清明。身長160cm、体重40kg。体温36.0℃。脈拍56/分、整。血圧88/50mmHg。るいそうと下腿の軽度の圧痕性浮腫を認める。尿所見:蛋白(一)、糖(一)、ケトン体1+。妊娠反応陰性。血液所見:赤血球410万、Hb12.0g/dL、Ht40%、白血球3,200、血小板12万。血液生化学所見:AST20U/L、ALT18U/L、血糖82mg/dL、TSH3.6μU/mL(基準0.2~4.0)、LH3mIU/mL(基準1.8~7.6)、FSH4mIU/mL(基準5.2~14.4)、FT32.0pg/mL(基準2.3~4.3)、FT41.2ng/dL(基準0.8~2.2)、エストラジオール10pg/mL(基準25~75)。経腟超音波検査で子宮の軽度萎縮を認める。対応で適切でないのはどれか。 ",a. 栄養管理 | b. 心理療法 | c. 家族への支援 | d. 女性ホルモン投与 | e. 甲状腺ホルモン投与,False,e,"甲状腺ホルモン値(tsh3.6μu/ml, ft32.0pg/ml)は基準範囲内または軽度異常であるが、甲状腺機能低下症を示す所見ではなく、栄養障害による低t3症候群が考えられる。ホルモン補充は不要で、根本的な栄養管理が優先される。他の選択肢は摂食障害に伴う視床下部性無月経への適切な対応である。",0.95
119C52,8歳の女児。12月1日(金)午後6時から発熱を認めたため、12月2日(土)に母親に連れられて来院した。抗原検査でインフルエンザAと診断され、抗インフルエンザ薬を処方された。12月3日(日)には解熱し、症状が改善した。12月1日に発熱。12月2日に抗原検査要請。12月3日に解熱した。登校が可能になるのはどれか。 ,a. 4日(月) | b. 5日(火) | c. 6日(水) | d. 7日(木) | e. 8日(金),False,c,インフルエンザの出席停止期間は「発症後5日かつ解熱後2日（幼児は3日）」が基準。発症日（12/1）から5日目は12/5、解熱日（12/3）から3日目は12/6。両条件を満たす最も遅い日（12/6）が適切。,0.95
119C53,医師と保護者との会話を以下に示す。父親:「5歳の男の子です。幼稚園の先生から『4月から年長組になったので、小学校に入学するまでに接種すべき予防接種があります。夏休みに接種に行ってください』と言われたので、来ました」医師:「これまでの予防接種歴はどうですか」父親:「定期接種はすべて接種しています」医師:「直近の予防接種はいつですか」父親:「昨年の夏休みです」この児に接種すべき予防接種はどれか。 ,a. MRワクチン | b. 水痘ワクチン | c. 髄膜炎菌ワクチン | d. 小児用肺炎球菌ワクチン | e. インフルエンザ桿菌ワクチン,False,a,mrワククチンは定期接種の2期（5～7歳未満）に該当し、幼稚園年長児が対象時期となる。他の選択肢（水痘は2回目が3歳まで、肺炎球菌/hibは乳幼児期完了、髄膜炎菌は定期外）は既に接種済みか対象外と考えられる。,0.95
119C54,68歳の女性。腰背部痛を主訴に来院した。本日、起床時に転倒し尻もちをついた後から、腰背部の痛みのため体動困難となったため受診した。40歳時から関節リウマチでメトトレキサートとグルココルチコイドを内服している。意識は清明。身長152cm、体重46kg。体温36.7℃。脈拍80/分、整。血圧144/88mmHg。呼吸数16/分。両下肢に感覚障害や運動障害を認めない。背部正中に叩打痛を認める。最も考えられる疾患はどれか。 ,a. 尿管結石 | b. 強直性脊椎炎 | c. 脊椎圧迫骨折 | d. 腰部脊柱管狭窄症 | e. 腰椎椎間板ヘルニア,False,c,長期間のグルココルチコイド使用による骨粗鬆症が背景にあり、軽微な外傷（尻もち）後の体動困難と背部正中叩打痛が典型的な脊椎圧迫骨折を示唆する。下肢神経症状の欠如や突然発症の経過が他の選択肢と矛盾しない。,0.95
119C55,44歳の男性。健康診断で初めて血圧高値を指摘され来院した。健康診断時の血圧は138/88mmHgであった。体重は20歳ごろから変わっていない。既往歴に特記すべきことはない。喫煙歴はない。飲酒は月1回で日本酒0.5合(アルコール濃度15%)/回。健康診断後から毎日ジョギングを1時間している。身長162cm、体重58kg。BMI22.0。脈拍68/分、整。血圧134/82mmHg。心音と呼吸音とに異常を認めない。腹部は平坦、軟で、肝·脾を触知しない。下肢に浮腫を認めない。尿所見:蛋白(一)。血液生化学所見:クレアチニン0.7mg/dL、尿酸6.4mg/dL、空腹時血糖80mg/dL、HbAlc5.4%(基準4.9~6.0)、総コレステロール196mg/dL、トリグリセリド100mg/dL、HDLコレステロール68mg/dL。食事内容の評価で、食塩摂取量5.5g/日、野菜摂取量200g/日。この患者の生活習慣に対する指導で適切なのはどれか。 ,a. 「飲酒はやめましょう」 | b. 「塩分を控えましょう」 | c. 「体重を減らしましょう」 | d. 「運動量を増やしましょう」 | e. 「野菜を多く摂りましょう」,False,e,患者の野菜摂取量は200g/日で、推奨量の350g/日を下回っているため改善が必要。食塩摂取量5.5g/日は高血圧管理目標値（6g/日未満）を満たしているため追加指導不要。bmi22.0・適度な運動習慣・飲酒量が少ないことから他の選択肢は適切ではない。,0.95
119C56,"生後18時間の女児。在胎39週、体重2,900g、Apgarスコア8点(1分)、9点(5分)で頭位自然分娩で出生した。妊娠·分娩経過に異常はなかった。体温37.1℃。脈拍140/分、整。呼吸数48/分。SpO296%(roomair)。皮膚は赤く、チアノーゼは認めない。心音と呼吸音とに異常を認めない。腹部は平坦、軟で右肋骨弓下に肝を1cm触知するが、脾は触知しない。生後1時間から授乳を母乳で開始し、生後6時間にビタミンKを内服した。嘔吐は認めない。生後18時間に初めて排泄した便の写真(別冊No.8)を別に示す。適切な対応はどれか。 ",a. 補液 | b. 母乳継続 | c. 経鼻胃管留置 | d. ビタミンK製剤静注 | e. アレルギー用人工乳開始,True,b,生後18時間で初めての胎便排出は正常な経過であり、腹部所見に異常がなく嘔吐も認めないため、母乳継続が適切。胎便は生理的現象でありアレルギーや消化器異常を疑う所見がない。ビタミンkは出生時投与済みで追加不要。,0.95
119C57,62歳の男性。右眼の視野に見えにくい部分があることを主訴に来院した。既往歴として10年前に気管支喘息重積状態となり入院した。3年前から喘息発作を繰り返しており、総合病院の呼吸器内科外来に通院している。視力は右0.1(1.0×-3.0D)、左0.2(1.0×-2.5D)、眼圧は右27mmHg、左20mmHg。両眼の前眼部、中間透光体に異常を認めない。右眼の眼底写真(別冊No.9A)と視野検査の結果(別冊No.9B)とを別に示す。適切な点眼薬はどれか。 ,a. 抗菌薬 | b. β遮断薬 | c. 副交感神経刺激薬 | d. 副腎皮質ステロイド薬 | e. プロスタグランディン関連薬,True,e,患者は眼圧上昇と視野欠損から緑内障が疑われる。喘息の既往があるためβ遮断薬（b）は禁忌。プロスタグランディン関連薬（e）は房水流出促進作用があり第一選択薬として適切。副交感神経刺激薬（c）は喘息患者に禁忌ではないが、現在の治療ガイドラインではプロスタグランディン関連薬が優先される。他の選択肢は病態と関連がない。,0.95
119C58,"82歳の男性。全身倦怠感を主訴に来院した。2週間前から全身倦怠感が持続し2日前に家族から顔色不良を指摘されため受診した。意識は清明。体温36.6℃。脈拍98/分、整。血圧138/80mmHg。血液所見:赤血球174万、Hb5.4g/dL、Ht16%、網赤血球1%、白血球1,800(分葉核好中球20%、好酸球1%、単球2%、リンパ球77%)、血小板8.2万。貧血に対して濃厚赤血球輸血を行ったが、輸血開始から2時間経過したところで呼吸困難を訴えた。意識は清明。体温37.0℃。脈拍132/分、整。血圧98/62mmHg。呼吸数18/分。SpO290%(roomair)。再度行なった血液型検査では不適合を認めず、不規則抗体は陰性で交差適合試験〈クロスマッチ〉で異常を認めなかった。原因で考えられるのはどれか。2つ選べ。 ",a. アナフィラキシー | b. 間質性肺炎 | c. ヘモクロマトーシス | d. 輸血関連急性肺障害 | e. 輸血後GVHD,False,ad,輸血開始後2時間での呼吸困難は、即時型反応であるアナフィラキシー（a）と輸血関連急性肺障害（d）が疑われる。アナフィラキシーはigeを介した過敏反応で、血圧低下や呼吸症状を引き起こす。traliは白血球抗体などによる非心原性肺水腫が特徴で、低酸素血症と低血圧を伴う。交差適合試験に問題なくても発症し得る。他の選択肢は症状や時間経過と一致しない。,0.85
119C59,83歳の男性。意識消失を主訴に救急車で搬入された。現病歴:15年前から高血圧症で治療中。約5年前から家族に難聴を指摘されている。3か月前から労作や安静に無関係の動悸を自覚するようになり、通院中の診療所で心室期外収縮を指摘された。本日、自宅で意識消失し倒れたことに家族が気付き、救急車を要請した。意識は数秒で回復した。家族によると、搬入時の様子はいつもと変わらないという。既往歴:74歳時に早期胃癌に対して内視鏡治療を施行。生活歴:喫煙は20歳から74歳まで20本/日。飲酒は焼酎のお湯割りを1合/日。長男夫婦、孫1人と4人暮らし。家族歴:父親は72歳時に胃癌で死亡。母親は78歳時に心筋梗塞で死亡。現症:ベッドで臥位となっており、開眼している。難聴があるものの、大きな声で話しかけると、本日の日付や現在いる場所、自分の名前と年齢を正確に答え、医師が診察していることを理解している。身長172cm、体重59kg。体温35.6℃。心拍数56/分、整。血圧152/68mmHg。呼吸数16/分。心音と呼吸音とに異常を認めない。腹部に異常を認めない。下腿に浮腫を認めない。神経診察では指示に従って四肢を動かすことができ、明らかな麻痺は認めない。 この患者の来院時のGlasgow Coma Scale〈GCS〉はどれか。 ,a. E4V5M6 | b. E4V5M5 | c. E4V5M4 | d. E3V4M6 | e. E3V4M5,False,a,患者は自発的に開眼（e4）、見当識あり（v5）、指示に従って四肢を動かせる（m6）ため、gcsはe4v5m6となる。,0.95
119C60,83歳の男性。意識消失を主訴に救急車で搬入された。現病歴:15年前から高血圧症で治療中。約5年前から家族に難聴を指摘されている。3か月前から労作や安静に無関係の動悸を自覚するようになり、通院中の診療所で心室期外収縮を指摘された。本日、自宅で意識消失し倒れたことに家族が気付き、救急車を要請した。意識は数秒で回復した。家族によると、搬入時の様子はいつもと変わらないという。既往歴:74歳時に早期胃癌に対して内視鏡治療を施行。生活歴:喫煙は20歳から74歳まで20本/日。飲酒は焼酎のお湯割りを1合/日。長男夫婦、孫1人と4人暮らし。家族歴:父親は72歳時に胃癌で死亡。母親は78歳時に心筋梗塞で死亡。現症:ベッドで臥位となっており、開眼している。難聴があるものの、大きな声で話しかけると、本日の日付や現在いる場所、自分の名前と年齢を正確に答え、医師が診察していることを理解している。身長172cm、体重59kg。体温35.6℃。心拍数56/分、整。血圧152/68mmHg。呼吸数16/分。心音と呼吸音とに異常を認めない。腹部に異常を認めない。下腿に浮腫を認めない。神経診察では指示に従って四肢を動かすことができ、明らかな麻痺は認めない。 この患者の診察で適切でないのはどれか。 ,a. 耳元で話すようにする。 | b. 複雑な言い回しを避ける。 | c. プライバシーに配慮する。 | d. 本人からの問診は省略する。 | e. 筆談による意思疎通も併用する。,False,d,患者は意識清明で正確な応答が可能なため、本人からの問診を省略するのは不適切。他の選択肢は難聴への適切な対応を反映している。,0.95
119C61,83歳の男性。意識消失を主訴に救急車で搬入された。現病歴:15年前から高血圧症で治療中。約5年前から家族に難聴を指摘されている。3か月前から労作や安静に無関係の動悸を自覚するようになり、通院中の診療所で心室期外収縮を指摘された。本日、自宅で意識消失し倒れたことに家族が気付き、救急車を要請した。意識は数秒で回復した。家族によると、搬入時の様子はいつもと変わらないという。既往歴:74歳時に早期胃癌に対して内視鏡治療を施行。生活歴:喫煙は20歳から74歳まで20本/日。飲酒は焼酎のお湯割りを1合/日。長男夫婦、孫1人と4人暮らし。家族歴:父親は72歳時に胃癌で死亡。母親は78歳時に心筋梗塞で死亡。現症:ベッドで臥位となっており、開眼している。難聴があるものの、大きな声で話しかけると、本日の日付や現在いる場所、自分の名前と年齢を正確に答え、医師が診察していることを理解している。身長172cm、体重59kg。体温35.6℃。心拍数56/分、整。血圧152/68mmHg。呼吸数16/分。心音と呼吸音とに異常を認めない。腹部に異常を認めない。下腿に浮腫を認めない。神経診察では指示に従って四肢を動かすことができ、明らかな麻痺は認めない。 診察中に患者は再び意識消失し、数秒後に回復した。意識消失時の心拍数は14/分、不整、血圧は90/56mmHg、呼吸数は16/分、心電図モニターの波形(別冊No.10)を別に示す。その後家族に詳細な病歴聴取をしたところ、今回のような数秒間の意識消失を5回以上認めていたことが明らかになった。次に行うべき治療はどれか。 ,a. 胸骨圧迫 | b. 緊急ペーシング | c. リドカイン静注 | d. アドレナリン静注 | e. カルディオバージョン,True,b,繰り返す意識消失（adams-stokes発作）と高度な徐脈（14/分）が確認されており、完全房室ブロックなどの致死的な徐脈性不整脈が疑われる。この状況で最も優先される治療は緊急経静脈ペーシング（b）である。カルディオバージョン（e）は頻脈性不整脈、リドカイン（c）は心室性不整脈、アドレナリン（d）は徐脈に対して補助的に用いるが、意識消失を伴う高度徐脈ではペーシングが第一選択となる。胸骨圧迫（a）は心停止状態でないため不要。,0.95
119C62,"58歳の男性。発熱と意識障害のため救急車で搬入された。現病歴:昨日38.0℃の発熱があったため仕事を休み、市販の解熱鎮痛薬を内服して自宅で様子をみていた。今朝はベッドで横になったままで呼びかけに反応がなかったため、家族が救急車を要請した。既往歴:21歳時に交通外傷のため左腎臓と脾臓を摘出した。生活歴:会社員で事務作業が主体。喫煙歴はない。飲酒はビール350mL/日を週2回。52歳の妻、20歳台の息子2人と4人暮らし。ペットは飼育していない。ワクチン接種歴は確認できない。家族歴:父は78歳時に心筋梗塞で死亡。同居している家族に特記すべきことはない。現症:意識レベルはJCSⅢ-200。身長170cm、体重62kg。体温38.8℃。心拍数128/分、整。血圧76/52mmHg。呼吸数30/分。SpO291%(リザーバー付マスク10L/分酸素投与下)。皮膚は湿潤で著明な発汗を認める。眼瞼結膜と眼球結膜とに異常を認めず、頭頸部にはその他の異常も認めない。心音と呼吸音とに異常を認めない。腹部は平坦、軟で、肝を触知しない。左側腹部に手術痕を認める。両側足趾に暗紫色の色調変化を認める。下腿に浮腫を認めない。検査所見:血液所見:赤血球490万、Hb13.2g/dL、Ht39%、白血球2,000(骨髄球5%、後骨髄球13%、桿状核好中球38%、分葉核好中球41%、好酸球0%、好塩基球0%、単球1%、リンパ球2%)、血小板6.2万、PT-INR1.4(基準0.91.1)、フィブリノゲン426mg/dL(基準186~355)、Dダイマー30μg/mL(基準1.0以下)。血液生化学所見:総蛋白5.9g/dL、アルブミン2.8g/dL、総ビリルビン2.7mg/dL、直接ビリルビン1.8mg/dL、AST197U/L、ALT149U/L、LD351U/L(基準124~222)、ALP109U/L(基準38~113)、Y-GT60U/L(基準13~64)、アミラーゼ44U/L(基準44~132)、CK460U/L(基準59~248)、尿素窒素40mg/dL、クレアチニン2.1mg/dL、血糖98mg/dL、Na130mEq/L、K3.4mEq/L、Cl101mEq/L、Ca7.5mg/dL、乳酸28mg/dL(基準5~20)。CRP30mg/dL。動脈血ガス分析(リザーバー付マスク10L/分酸素投与下):pH7.33.PaCO228Torr,PaO284Torr,HCO3""18mEq/L.血液培養採取と同時に静脈絡を確保し、輸液と抗菌薬投与を開始したが、血圧が低下した状態が続いている。 次に投与すべきなのはどれか。 ",a. 血小板製剤 | b. ニトログリセリン | c. ノルアドレナリン | d. グルココルチコイド | e. 重炭酸ナトリウム液,False,c,低血圧（76/52mmhg）と乳酸値28mg/dlが敗血症性ショックを示唆し、輸液抵抗性の場合の第一選択昇圧剤はノルアドレナリンである。dic所見や多臓器障害はあるが、現時点で最も優先される循環動態の改善が求められる。他の選択肢は病態に即さないか病状悪化のリスクがある（ニトログリセリンは血管拡張、血小板輸血は出血リスクがない限り優先度低い）。,0.95
119C63,"58歳の男性。発熱と意識障害のため救急車で搬入された。現病歴:昨日38.0℃の発熱があったため仕事を休み、市販の解熱鎮痛薬を内服して自宅で様子をみていた。今朝はベッドで横になったままで呼びかけに反応がなかったため、家族が救急車を要請した。既往歴:21歳時に交通外傷のため左腎臓と脾臓を摘出した。生活歴:会社員で事務作業が主体。喫煙歴はない。飲酒はビール350mL/日を週2回。52歳の妻、20歳台の息子2人と4人暮らし。ペットは飼育していない。ワクチン接種歴は確認できない。家族歴:父は78歳時に心筋梗塞で死亡。同居している家族に特記すべきことはない。現症:意識レベルはJCSⅢ-200。身長170cm、体重62kg。体温38.8℃。心拍数128/分、整。血圧76/52mmHg。呼吸数30/分。SpO291%(リザーバー付マスク10L/分酸素投与下)。皮膚は湿潤で著明な発汗を認める。眼瞼結膜と眼球結膜とに異常を認めず、頭頸部にはその他の異常も認めない。心音と呼吸音とに異常を認めない。腹部は平坦、軟で、肝を触知しない。左側腹部に手術痕を認める。両側足趾に暗紫色の色調変化を認める。下腿に浮腫を認めない。検査所見:血液所見:赤血球490万、Hb13.2g/dL、Ht39%、白血球2,000(骨髄球5%、後骨髄球13%、桿状核好中球38%、分葉核好中球41%、好酸球0%、好塩基球0%、単球1%、リンパ球2%)、血小板6.2万、PT-INR1.4(基準0.91.1)、フィブリノゲン426mg/dL(基準186~355)、Dダイマー30μg/mL(基準1.0以下)。血液生化学所見:総蛋白5.9g/dL、アルブミン2.8g/dL、総ビリルビン2.7mg/dL、直接ビリルビン1.8mg/dL、AST197U/L、ALT149U/L、LD351U/L(基準124~222)、ALP109U/L(基準38~113)、Y-GT60U/L(基準13~64)、アミラーゼ44U/L(基準44~132)、CK460U/L(基準59~248)、尿素窒素40mg/dL、クレアチニン2.1mg/dL、血糖98mg/dL、Na130mEq/L、K3.4mEq/L、Cl101mEq/L、Ca7.5mg/dL、乳酸28mg/dL(基準5~20)。CRP30mg/dL。動脈血ガス分析(リザーバー付マスク10L/分酸素投与下):pH7.33.PaCO228Torr,PaO284Torr,HCO3""18mEq/L.血液培養採取と同時に静脈絡を確保し、輸液と抗菌薬投与を開始したが、血圧が低下した状態が続いている。 入院時に採取した血液培養が陽性となった。血液培養ボトル内容のGram染色標本(別冊No.11)を別に示す。考えられる原因微生物はどれか。 ",a. Clostridium perfringens | b. Enterococcus faecium | c. Haemophilus influenzae | d. Neisseria meningitidise | e. Streptococcus pneumoniae,True,e,脾臓摘出歴から莢膜を持つ細菌（特にstreptococcus pneumoniae）への易感染性が考慮される。重症敗血症ショック・dic・末梢循環障害・白血球左方推移などの所見は肺炎球菌性敗血症に典型的。neisseria meningitidisも莢膜菌だが脾摘との関連性は肺炎球菌がより強い。gram染色所見が明記されていないが、臨床背景から最も可能性が高い。,0.95
119C65,"30歳の男性。左前胸部痛と呼吸困難を主訴に来院した。現病歴:格闘技の選手。試合中に左前胸部を蹴られ、試合会場近くの病院を受診した。既往歴:特記すべきことはない。生活歴:一人暮らし。喫煙歴と飲酒歴はない。家族歴:父が大腸癌。現症:来院時、意識は清明。身長180cm、体重98kg。体温36.4℃。脈拍96/分、整。血圧102/72mmHg。呼吸数18/分。SpO297%(roomair)。眼瞼結膜と眼球結膜とに異常を認めない。口腔内に異常を認めない。甲状腺と頸部リンパ節とを触知しない。左前胸部に痛みを訴え、皮下出血を認める。腹部は平坦、軟で、肝·脾を触知しない。神経診察で異常を認めない。検査所見:血液所見:赤血球489万、Hb14.2g/dL、Ht44%、白血球11,200。血液生化学所見:総蛋白6.9g/dL、アルブミン4.2g/dL、AST36U/L、ALT32U/L、LD338U/L(基準124~222)、尿素窒素10mg/dL、クレアチニン0.8mg/dL、Na139mEq/L、K4.2mEq/L、Cl103mEq/L。動脈血ガス分析(roomair):pH7.43、PaCO243Torr、PaO284Torr、HCO3-28mEq/L。胸部単純CT(別冊No.12)を別に示す。C65この患者でみられる所見はどれか。 ",a. 呼気時間の延長 | b. 左呼吸音の減弱 | c. 左胸部のwheezes | d. 頸静脈の吸気時怒張 | e. 左胸部打診での鼓音,True,be,左前胸部外傷後、気胸が疑われる所見として「左呼吸音の減弱（b）」と「左胸部打診での鼓音（e）」が典型的である。ctで気胸が確認されていれば、両所見が同時に存在する可能性が高い。ただし問題文に複数選択の指示がない点は矛盾するが、医学的には両者が適切と考えられる。,0.7
119C66,"30歳の男性。左前胸部痛と呼吸困難を主訴に来院した。現病歴:格闘技の選手。試合中に左前胸部を蹴られ、試合会場近くの病院を受診した。既往歴:特記すべきことはない。生活歴:一人暮らし。喫煙歴と飲酒歴はない。家族歴:父が大腸癌。現症:来院時、意識は清明。身長180cm、体重98kg。体温36.4℃。脈拍96/分、整。血圧102/72mmHg。呼吸数18/分。SpO297%(roomair)。眼瞼結膜と眼球結膜とに異常を認めない。口腔内に異常を認めない。甲状腺と頸部リンパ節とを触知しない。左前胸部に痛みを訴え、皮下出血を認める。腹部は平坦、軟で、肝·脾を触知しない。神経診察で異常を認めない。検査所見:血液所見:赤血球489万、Hb14.2g/dL、Ht44%、白血球11,200。血液生化学所見:総蛋白6.9g/dL、アルブミン4.2g/dL、AST36U/L、ALT32U/L、LD338U/L(基準124~222)、尿素窒素10mg/dL、クレアチニン0.8mg/dL、Na139mEq/L、K4.2mEq/L、Cl103mEq/L。動脈血ガス分析(roomair):pH7.43、PaCO243Torr、PaO284Torr、HCO3-28mEq/L。 その後総合病院へ搬入された。搬入後の状態は意識清明で、体温36.4℃、脈拍132/分、整、血圧92/52mmHg、呼吸数30/分、SpO292%(roomair)であった。酸素5L/分をマスクで投与し静脈絡を確保して輸液を開始した。初回のCTから2時間後の搬送先の病院での胸部造影CTの肺野条件(別冊No.13A)と縦隔条件(別冊No.13B)とを別に示す。搬送先の病院での胸部CTでみられる所見はどれか。 ",a. 左気胸 | b. 大動脈解離 | c. 縦隔気腫の増加 | d. 心囊液貯留の増加 | e. 左胸腔内液体貯留の増加,True,e,外傷後の低血圧・呼吸不全・酸素化不良は血胸の進行を示唆する。ct肺野条件で左胸腔内液体貯留の増加（e）が想定され、輸液抵抗性のショックやspo2低下は貯留液による肺圧迫や循環血液量減少と整合する。心嚢液貯留（d）に比べ、外傷後の出血性ショックでは血胸がより頻度が高く、画像所見との関連性が強い。,0.85
119C67,"30歳の男性。左前胸部痛と呼吸困難を主訴に来院した。現病歴:格闘技の選手。試合中に左前胸部を蹴られ、試合会場近くの病院を受診した。既往歴:特記すべきことはない。生活歴:一人暮らし。喫煙歴と飲酒歴はない。家族歴:父が大腸癌。現症:来院時、意識は清明。身長180cm、体重98kg。体温36.4℃。脈拍96/分、整。血圧102/72mmHg。呼吸数18/分。SpO297%(roomair)。眼瞼結膜と眼球結膜とに異常を認めない。口腔内に異常を認めない。甲状腺と頸部リンパ節とを触知しない。左前胸部に痛みを訴え、皮下出血を認める。腹部は平坦、軟で、肝·脾を触知しない。神経診察で異常を認めない。検査所見:血液所見:赤血球489万、Hb14.2g/dL、Ht44%、白血球11,200。血液生化学所見:総蛋白6.9g/dL、アルブミン4.2g/dL、AST36U/L、ALT32U/L、LD338U/L(基準124~222)、尿素窒素10mg/dL、クレアチニン0.8mg/dL、Na139mEq/L、K4.2mEq/L、Cl103mEq/L。動脈血ガス分析(roomair):pH7.43、PaCO243Torr、PaO284Torr、HCO3-28mEq/L。 その後総合病院へ搬入された。搬入後の状態は意識清明で、体温36.4℃、脈拍132/分、整、血圧92/52mmHg、呼吸数30/分、SpO292%(roomair)であった。酸素5L/分をマスクで投与し静脈絡を確保して輸液を開始した。 行うべき対応はどれか。 ",a. 経過観察 | b. β遮断薬投与 | c. 気管插管陽圧換気 | d. 胸腔ドレーン挿入 | e. 非侵襲的陽圧換気〈NPPV〉,False,d,患者は胸部外傷後にショックバイタル（血圧92/52mmhg、頻脈）と低酸素血症（spo2 92%）を示しており、緊張性気胸が強く疑われる。胸腔ドレーン挿入が第一選択となる。他の選択肢は呼吸循環動態の改善につながらず病態に即さない。,0.95
119C68,75歳の男性。転びやすさを主訴に来院した。現病歴:3年前から、就寝中に大きな声で寝言を言ったり、手足をバタバタ動かしたりしていることに妻が気付いていた。同時期から高度な便秘を自覚するようになった。1年前から、物忘れが多くなり、日付や予定を何度も妻に確認するようになった。同時期から、①*壁の模様や汚れを見て、虫が違っている*と言って殺虫剤を噴霧するようになった。②*入浴はひとりで可能*で、③*尿失禁はない*が、日によっては、妻が話しかけても反応が鈍く、友人に会っても④*あいさつをしなくなった。*また、⑤*自分が無力だと考えるようになった。*1か月前からは、動作が遅くなり、転びやすくなったため心配した家族に付き添われて受診した。既往歴:60歳から高血圧症で降圧薬を服用している。生活歴:70歳の妻と2人暮らし。喫煙歴はない。飲酒は機会飲酒。家族歴:父は脳梗塞で70歳時に死亡。母は胃癌で65歳時に死亡。現症:意識は清明。身長170cm、体重65kg。体温36.5℃。脈拍68/分、整。血圧136/82mmHg。呼吸数16/分。心音と呼吸音とに異常を認めない。腹部は平坦、軟で、肝·脾を触知しない。改訂長谷川式簡易知能評価スケール16点(30点満点)、Mini-MentalState Examination〈MMSE〉19点(30点満点)。脳神経に異常を認めない。四肢に筋力低下は認めない。四肢に軽度の筋強剛を認める。腱反射は正常で、Babinski徴候は陰性。歩行はやや前傾姿勢で、歩幅は小刻みである。 下線部のうち、高齢者機能評価簡易版〈CGA7〉の内容に含まれないのはどれか。 ,a. 1 | b. 2 | c. 3 | d. 4 | e. 5,False,d,cga7には「基本adl（入浴・移動・排泄など）」「手段的adl」「認知機能」「うつ症状」が含まれる。④「あいさつをしなくなった」は社会的交流能力に該当するが、cga7の主要評価項目に直接含まれない。他の選択肢（②入浴能力、③排泄コントロール、⑤無力感/うつ傾向）はcga7の評価対象となる。,0.9
119C69,75歳の男性。転びやすさを主訴に来院した。現病歴:3年前から、就寝中に大きな声で寝言を言ったり、手足をバタバタ動かしたりしていることに妻が気付いていた。同時期から高度な便秘を自覚するようになった。1年前から、物忘れが多くなり、日付や予定を何度も妻に確認するようになった。同時期から、①*壁の模様や汚れを見て、虫が違っている*と言って殺虫剤を噴霧するようになった。②*入浴はひとりで可能*で、③*尿失禁はない*が、日によっては、妻が話しかけても反応が鈍く、友人に会っても④*あいさつをしなくなった。*また、⑤*自分が無力だと考えるようになった。*1か月前からは、動作が遅くなり、転びやすくなったため心配した家族に付き添われて受診した。既往歴:60歳から高血圧症で降圧薬を服用している。生活歴:70歳の妻と2人暮らし。喫煙歴はない。飲酒は機会飲酒。家族歴:父は脳梗塞で70歳時に死亡。母は胃癌で65歳時に死亡。現症:意識は清明。身長170cm、体重65kg。体温36.5℃。脈拍68/分、整。血圧136/82mmHg。呼吸数16/分。心音と呼吸音とに異常を認めない。腹部は平坦、軟で、肝·脾を触知しない。改訂長谷川式簡易知能評価スケール16点(30点満点)、Mini-MentalState Examination〈MMSE〉19点(30点満点)。脳神経に異常を認めない。四肢に筋力低下は認めない。四肢に軽度の筋強剛を認める。腱反射は正常で、Babinski徴候は陰性。歩行はやや前傾姿勢で、歩幅は小刻みである。 この患者で認める可能性が高いのはどれか。 ,a. 失語 | b. 運動失調 | c. 感覚障害 | d. 項部硬直 | e. 起立性低血圧,False,e,レビー小体型認知症が疑われる症例で、自律神経障害（高度な便秘）やパーキンソニズム（筋強剛・小刻み歩行）が認められる。起立性低血圧はレビー小体型認知症の自律神経症状として高頻度に合併し、降圧薬服用歴もリスク要因となる。他の選択肢（失語・運動失調・感覚障害・項部硬直）に該当する所見は記載されていない。,0.7
