question_number,question_text,choices,has_image,deepseek_answer,deepseek_explanation,deepseek_confidence
119F48,34歳の男性。会社員。昼休みに、屋上で下を覗き込んでいるところを、上司が見かけて、上司に付き添われて健康管理室に来室した。産業医が面談したところ、この社員が現在取り組んでいる仕事は難航しており、当面の間、解決のめどが立ちそうにないとのことであった。体調面では、ここ1か月の間、体の疲れが取れず、眠れていない。また、気分の落ち込みが激しく、食事もほとんど摂れていないようである。面談中に「自分など会社のお荷物だ。いっそのこと死んでしまいたい。昨日、練炭を買ってきました」と発言があった。直近3か月の月の残業時間は100時間、110時間、120時間であった。産業医から精神科を受診するように伝えたが、忙しくて時間が取れないと言っている。この社員は一人暮らしをしている。面談実施後に、産業医から上司に対する発言で適切なのはどれか。 ,a. 「配置転換をしてください」 | b. 「労災を申請してください」 | c. 「疲れているので、今日は一人で早退させてください」 | d. 「残業をさせる時は、夕食をきちんととらせてください」 | e. 「今から会社の人が付き添って、精神科を受診させてください」,False,e,患者は自殺念慮（練炭購入）と過重労働（月100時間超残業）が確認されており、緊急の対応が必要。産業医の指示として、生命保護の観点から「付き添い受診（e）」が最優先。他の選択肢はリスク管理（cの一人退社）や二次的対応（b労災申請）であり、緊急性に欠ける。,0.95
119F49,"52歳の男性。腎機能低下を指摘され妻とともに来院した。1年前から下腿の浮腫を自覚していた。2週間前から浮腫が悪化したため、自宅近くの医療機関を受診したところ腎機能低下を指摘され、腎臓専門医を紹介受診した。30歳から高血圧症と糖尿病を指摘され、内服治療中であったが、通院は不定期であった。5年前に大腸ポリープで内視鏡的切除術を受けている。身長172cm、体重75kg。脈拍84/分、整。血圧156/92mmHg。SpO298%(roomair)。胸部に異常を認めない。両下腿に軽度の浮腫を認める。尿所見:蛋白3+、潜血(一)、1日尿蛋白6.5g/日。血液所見:赤血球316万、Hb9.8g/dL、Ht.31%、白血球5,700、血小板17万。血液生化学所見:総蛋白5.7g/dL、アルブミン3.4g/dL、尿素窒素68mg/dL、クレアチニン6.5mg/dL、eGFR8.1mL/分/1.73m2、HbAlc6.3%(基準4.9~6.0)、Na144mEq/L、K5.4mEq/L、Cl102mEq/L。腎代替療法として腹膜透析もしくは妻をドナーとした生体腎移植を希望している。この患者に対する腹膜透析の説明で適切なのはどれか。 ",a. 「週3回の通院が必要です」 | b. 「糖尿病があるため適応はありません」 | c. 「腹膜透析開始後に食事制限は必要ないです」 | d. 「腹膜透析を行ってからでも腎移植はできます」 | e. 「内視鏡的切除術の治療歴があるため適応はありません」,False,d,腹膜透析中でも腎移植が可能であるため、選択肢dが正しい。他の選択肢は腹膜透析の実際の条件や管理方法と矛盾がある。,0.95
119F50,45歳の男性。2か月前から生じた右腋窩の皮疹を主訴に来院した。被覆皮膚と癒着し波動を触れる径20mmの皮疹を認める。腋窩の写真(別冊No.4A)と皮疹部の超音波像(別冊No.4B)とを別に示す。この皮疹の種類はどれか。 ,a. 丘疹 | b. 苔癬 | c. 囊腫 | d. 膿疱 | e. 膨疹,True,c,被覆皮膚との癒着と波動を触れることから内容物を有する囊腫が疑われる。超音波像でも囊腫の特徴を示すと考えられるため。膿疱は通常より小さい病変で、波動は触れにくい。,0.95
119F51,"1歳6か月の男児。1歳6か月児健康診査のため母親に連れられて来院した。在胎40週、身長50cm、体重2,900g、正常分娩で出生した。来院時の身長81cm、体重10.5kg。1歳で離乳食から幼児食に移行し、1日3回の食事や間食のリズムはついてきたが、同じものしか食べない。適切な指導はどれか。 ",a. 「生卵かけご飯を食べさせてみてはどうですか」 | b. 「大人の食事と同じくらい味つけを濃くしてみましょう」 | c. 「今は食事を楽しむことが大事ですからゆっくり進めていきましょう」 | d. 「ミニトマトやブドウはのど越しがよいのでそのまま食べさせましょう」 | e. 「口をあけたタイミングで食べさせたいものを口に押し込んでみましょう」,False,c,幼児期の食事では強制せず食体験を広げる姿勢が重要。cは子どものペースを尊重し食事を楽しむことを促す適切な指導。他の選択肢はアレルギーリスク（a）、濃い味付けの推奨（b）、窒息リスク（d）、強制的な食事方法（e）と不適切。,0.95
119F52,68歳の女性。骨粗鬆症を心配して来院した。若いときよりも身長が約2cm低くなり、娘からは背中が丸くなっていると指摘されている。腰痛の訴えはない。2年前に腰椎圧迫骨折の既往がある。立位姿勢は軽度の前屈位。腰部に圧痛や叩打痛を認めない。下肢の運動障害や知覚障害を認めない。腰椎エックス線写真では第1腰椎の圧迫骨折を認めた。骨密度検査〈DXA〉では、腰椎は若年成人平均値〈YAM〉85%、大腿骨頭部はYAM82%であった。骨粗鬆症治療薬の開始時期で適切なのはどれか。 ,a. 現時点 | b. 腰痛が出現した時 | c. 再度骨折を生じた時 | d. 下肢の神経障害が出現した時 | e. 腰椎または大腿骨の骨密度がYAM70%以下となった時,False,a,骨粗鬆症治療ガイドラインでは脆弱性骨折の既往がある場合、骨折リスクが高く治療適応となる。本例では腰椎圧迫骨折の既往があり、骨密度（yam 80%以上）に関わらず治療開始が推奨される。他の選択肢は症状出現や骨密度低下を待つ不要な遅延となる。,0.95
119F53,45歳の女性。会社の定期健康診断で高血圧を指摘された。この結果を踏まえて、会社の産業保健チームでトータルヘルスプロモーションプラン〈THP〉を検討することになった。このプランに含まれないのはどれか。 ,a. 降圧薬の処方 | b. 運動の計画立案 | c. 塩分制限食の調理指導 | d. 飲酒と健康に関する講演会 | e. 生活習慣の改善に伴う精神的ストレスのケア,False,a,トータルヘルスプロモーションプラン〈thp〉は生活習慣改善や健康教育を主目的とするため、薬物治療（降圧薬処方）は医療行為に該当し含まれない。他選択肢は生活指導やストレスケアなど予防的アプローチに該当。,0.95
119F54,"1歳の女児。発熱と皮疹を主訴に母親に連れられて来院した。5日前から39~40℃の発熱が続いていたが、活気良好であったため自宅で様子をみていた。昨夜、母親が皮疹に気付いたという。意識は清明。体温39.4℃。脈拍144/分、整。血圧84/62mmHg。呼吸数28/分。SpO2100%(roomair)。受診時の患児の顔面、上腕および背部の写真(別冊No.5A~C)を別に示す。口唇と舌に発赤を認める。咽頭に発赤を認めない。両側の頭部に径2.5cmのリンパ節を数個ずつ触知する。心音と呼吸音とに異常を認めない。腹部は平坦、軟で、肝·脾を触知しない。四肢末端に紅斑と浮腫を認める。血液所見:赤血球400万、Hb11.5g/dL、Ht34%、白血球17,600(桿状核好中球5%、分葉核好中球62%、単球4%、リンパ球29%)、血小板45万、フィブリノゲン420mg/dL(基準186~355)。血液生化学所見:総蛋白6.0g/dL、アルブミン3.0g/dL、総ビリルビン0.9mg/dL、AST240U/L、ALT225U/L、LD380U/L(基準202~437)、尿素窒素10mg/dL、クレアチニン0.4mg/dL、尿酸4.0mg/dL、血糖98mg/dL、Na131mEq/L.K4.2mEq/L,C199mEq/L.CRP7.8mg/dL.必要な検査はどれか。 ",a. 眼底検査 | b. 皮膚生検 | c. 頸部造影CT | d. 心エコー検査 | e. 心筋血流シンチグラフィ,True,d,発熱・発疹・口唇発赤・四肢末端の紅斑・頸部リンパ節腫脹・肝機能障害・低アルブミン血症・高炎症反応が認められ、川崎病が強く疑われる。冠動脈病変の評価のために心エコー検査が必須である。他の検査は本疾患の診断や合併症評価に優先度が低い。,0.95
119F55,35歳の男性。頭部を打撲したため救急外来を受診した。約1時間前に運動中に転倒し後頭部を打撲した。受傷時に意識消失は認めなかった。来院時、意識は清明。1軽度の頭痛と2後頸部痛を訴えている。身長168cm、体重65kg。3体温37.3℃。脈拍76/分、整。血圧124/78mmHg。呼吸数20/分。神経診察で脳神経系に異常を認めず、四肢の麻痺も認めないが、4打撲時から現在までの記憶がない。5打撲部位の圧痛を認めたが、同部位に肉眼的な異常は認めなかった。下線部のうち、頭部CTを行うべき所見はどれか。 ,a. 1 | b. 2 | c. 3 | d. 4 | e. 5,False,d,下線部4（受傷時から現在までの記憶がない）は、頭部外傷後の逆行性健忘を示し、canadian ct head ruleにおける高リスク基準の1つ「外傷後の健忘」に該当するため頭部ctが必要となる。他の所見は単独ではct適応に直結しない。,0.95
119F56,78歳の女性。左季肋部痛を主訴に来院した。6年前から脾臓原発の悪性リンパ腫に対して薬物による抗癌治療を継続しているが再発を繰り返しており、薬物による抗癌治療を行わない方針となった。1週間前から悪性リンパ腫による癌性疼痛に対してモルヒネの経口投与を開始したが疼痛が強くなり入院した。意識は清明。体温36.8℃。脈拍74/分、整。血圧132/78mmHg。呼吸数14/分。SpO296%(roomair)。心音と呼吸音とに異常を認めない。腹部は平坦、軟。左季肋下に脾を4cm触知し、圧痛を認める。腹部CTで再発による脾臓の腫大を認めている。入院後、嚥下障害が出現し内服が困難となったためモルヒネ経口投与を中止し、モルヒネ皮下注射を開始した。注意すべき症状や徴候はどれか。2つ選べ。 ,a. 発熱 | b. 便秘 | c. 口内炎 | d. 皮膚潰瘍 | e. 呼吸数低下,False,be,モルヒネの主な副作用として、呼吸抑制（呼吸数低下）と便秘が挙げられる。経口投与から皮下注射に変更されたが、オピオイドの基本的な作用機序は変わらないため、これらの症状に注意が必要。発熱（a）は感染症や腫瘍熱に関連する可能性があるがモルヒネとの直接的な関連性は低く、口内炎（c）や皮膚潰瘍（d）は抗癌治療や注射部位反応に関連する可能性はあるが優先度が低い。,0.95
119F57,"38歳の褥婦。産後1か月の健診のため来院した。初めての児を1か月前に経腟分娩した。体温36.5℃。脈拍80/分、整。血圧126/76mmHg。子宮復古は良好で、悪露は正常であった。母乳哺育を行っているが、うまくできているか心配でよく眠れない。本人、夫ともに兄弟姉妹はおらず、両親は他界している。最近、転居したため、周囲に親しい友人はいない。エジンバラ産後うつ病質問票〈EPDS〉は14点(基準8点以下)であった。児は、出生体重3,096g、発育は順調である。適切な対応はどれか。2つ選べ。 ",a. 抗精神病薬を処方する。 | b. 精神科への受診を提案する。 | c. 児と分離することを目的に本人を入院させる。 | d. 本人の同意を得て市町村に患者情報を伝える。 | e. 母乳哺育を中止し人工乳哺育にするように指導する。,False,bd,epdsスコア14点は産後うつ病のリスクが高いため精神科受診の提案（b）が必要。社会的サポート不足や孤立を考慮し、市町村への情報提供（d）で支援体制を構築する。抗精神病薬処方（a）や母子分離入院（c）は現時点で不要。母乳中止（e）の記載は問題文に根拠なし。,0.95
119F58,"76歳の男性。倦怠感を主訴に来院した。2か月前から食事をとってもおいしくなく、倦怠感が出現した。趣味にしていた野球観戦をしなくなり、気分が落ち込んでいる。外出頻度が減り、1日のほとんどを自宅内で過ごしている。身長168cm、体重62kg。体温36.1℃。脈拍64/分、整。血圧138/88mmHg。心音と呼吸音とに異常を認めない。腹部は平坦、軟で、肝·脾を触知しない。四肢の筋力は保たれており、起立と歩行に異常を認めない。改訂長谷川式簡易知能評価スケールは30点(30点満点)。血液所見:Hb14.2g/dL、白血球6,700。血液生化学所見:総蛋白6.9g/dL、アルブミン4.2g/dL、尿素窒素18mg/dL、クレアチニン0.9mg/dL.この患者の状態で正しいのはどれか。2つ選べ。 ",a. 低栄養 | b. うつ状態 | c. 閉じこもり | d. 認知機能低下 | e. ロコモティブシンドローム,False,bc,気分の落ち込みや趣味活動の喪失は「うつ状態(b)」を示唆。外出頻度減少と自宅内生活は「閉じこもり(c)」に該当。低栄養はアルブミン正常値により否定。認知機能は満点で低下なし。ロコモティブシンドロームは筋力・歩行に問題ないため否定。,0.95
119F59,56歳の男性。左下腿の挫創を主訴に来院した。5日前に発生した地震で、倒れた家具が接触して受傷したが治療できずそのままにしていた。2日前から創部の痛みが悪化し膿性浸出液を認めるようになった。来院時の創部の写真(別冊No.6)を別に示す。創部を消毒する前に行うのはどれか。2つ選べ。 ,a. 抗菌薬外用 | b. 洗浄 | c. 創部培養 | d. ドレーン留置 | e. 縫合,True,bc,感染が疑われる創部では、消毒前に洗浄（b）で壊死組織や異物を除去し、創部培養（c）で起因菌を特定する必要がある。培養は消毒前に実施しないと検体が消毒液に汚染され結果が歪むため。,0.95
119F60,"76歳の男性。強いふらつきを主訴に救急車で搬入された。現病歴:3か月前から倦怠感やふらつきが目立ち、寒がるようになった。動作緩慢、便秘および経口摂取減少も出現したが加齢によるものと本人が思い様子をみていた。本日、倦怠感とふらつきが増強したため妻が救急車を要請した。既往歴:1年4か月前に中咽頭癌に対し化学放射線療法が施行され、6か月ごとに定期通院中。生活歴:70歳まで会社役員。妻と2人暮らし。喫煙歴はない。飲酒は日本酒1~2合/日を40年間。家族歴:弟が慢性肝炎。現症:意識は清明。身長165cm、体重60kg。体温35.8℃。心拍数48/分、整。血圧98/68mmHg。呼吸数20/分。SpO297%(roomair)。皮膚は乾燥しているが、色素沈着は認めない。眼瞼結膜と眼球結膜とに異常を認めない。口腔内は乾燥しているが、咽頭発赤は認めない。頸静脈の怒張を認めない。甲状腺腫と頸部リンパ節とを触知しない。心音と呼吸音とに異常を認めない。腹部は平坦、軟で、肝·脾を触知しない。検査所見:尿所見:蛋白(一)、糖(一)、ケトン体(一)、潜血(一)。血液所見:赤血球362万、Hb11.7g/dL、Ht35%、白血球4,100、血小板14万。血液生化学所見:総蛋白6.3g/dL、総ビリルビン0.5mg/dL、AST34U/L、ALT32U/L、LD220U/L(基準124~222)、尿素窒素15mg/dL、クレアチニン1.1mg/dL、血糖92mg/dL、総コレステロール288mg/dL、Na138mEq/L、K2.8mEq/L、Cl101mEq/L、TSH98μU/mL(基準0.2~4.0)、FT31.8pg/mL(基準2.3~4.3)、FT40.1ng/dL(基準0.8~2.2)、コルチゾール12.4μg/dL(基準5.2~12.6)。CRP0.1mg/dL。心電図は洞性徐脈でST-T変化を認めない。胸部エックス線写真で心胸郭比48%。 この患者で予測される身体所見はどれか。2つ選べ。 ",a. 多毛 | b. 甲状腺圧痛 | c. 両手指振戦 | d. 非圧痕性浮腫 | e. アキレス腱反射弛緩相遅延,False,de,甲状腺機能低下症が疑われる症例。非圧痕性浮腫（粘液水腫）と深部腱反射の弛緩相遅延が特徴的所見。甲状腺圧痛（b）は甲状腺炎、指振戦（c）は甲状腺機能亢進症、多毛（a）は副腎疾患でみられる所見であり適切でない。,0.95
119F61,"76歳の男性。強いふらつきを主訴に救急車で搬入された。現病歴:3か月前から倦怠感やふらつきが目立ち、寒がるようになった。動作緩慢、便秘および経口摂取減少も出現したが加齢によるものと本人が思い様子をみていた。本日、倦怠感とふらつきが増強したため妻が救急車を要請した。既往歴:1年4か月前に中咽頭癌に対し化学放射線療法が施行され、6か月ごとに定期通院中。生活歴:70歳まで会社役員。妻と2人暮らし。喫煙歴はない。飲酒は日本酒1~2合/日を40年間。家族歴:弟が慢性肝炎。現症:意識は清明。身長165cm、体重60kg。体温35.8℃。心拍数48/分、整。血圧98/68mmHg。呼吸数20/分。SpO297%(roomair)。皮膚は乾燥しているが、色素沈着は認めない。眼瞼結膜と眼球結膜とに異常を認めない。口腔内は乾燥しているが、咽頭発赤は認めない。頸静脈の怒張を認めない。甲状腺腫と頸部リンパ節とを触知しない。心音と呼吸音とに異常を認めない。腹部は平坦、軟で、肝·脾を触知しない。検査所見:尿所見:蛋白(一)、糖(一)、ケトン体(一)、潜血(一)。血液所見:赤血球362万、Hb11.7g/dL、Ht35%、白血球4,100、血小板14万。血液生化学所見:総蛋白6.3g/dL、総ビリルビン0.5mg/dL、AST34U/L、ALT32U/L、LD220U/L(基準124~222)、尿素窒素15mg/dL、クレアチニン1.1mg/dL、血糖92mg/dL、総コレステロール288mg/dL、Na138mEq/L、K2.8mEq/L、Cl101mEq/L、TSH98μU/mL(基準0.2~4.0)、FT31.8pg/mL(基準2.3~4.3)、FT40.1ng/dL(基準0.8~2.2)、コルチゾール12.4μg/dL(基準5.2~12.6)。CRP0.1mg/dL。心電図は洞性徐脈でST-T変化を認めない。胸部エックス線写真で心胸郭比48%。 この患者の血液検査で高値と予想されるのはどれか。2つ選べ。 ",a. ALP | b. アルブミン | c. クレアチンキナーゼ | d. LDLコレステロール | e. 抗TSH受容体抗体〈TRAb〉,False,cd,甲状腺機能低下症（tsh高値、ft3/ft4低値）では、代謝低下によりldlコレステロール（d）の上昇と筋肉代謝障害によるクレアチンキナーゼ（c）の上昇が典型的所見。trab（e）は甲状腺機能亢進症関連のため矛盾し、alp（a）は骨/肝障害時に上昇、アルブミン（b）は低栄養時に低下するため不適切。,0.95
119F62,"76歳の男性。強いふらつきを主訴に救急車で搬入された。現病歴:3か月前から倦怠感やふらつきが目立ち、寒がるようになった。動作緩慢、便秘および経口摂取減少も出現したが加齢によるものと本人が思い様子をみていた。本日、倦怠感とふらつきが増強したため妻が救急車を要請した。既往歴:1年4か月前に中咽頭癌に対し化学放射線療法が施行され、6か月ごとに定期通院中。生活歴:70歳まで会社役員。妻と2人暮らし。喫煙歴はない。飲酒は日本酒1~2合/日を40年間。家族歴:弟が慢性肝炎。現症:意識は清明。身長165cm、体重60kg。体温35.8℃。心拍数48/分、整。血圧98/68mmHg。呼吸数20/分。SpO297%(roomair)。皮膚は乾燥しているが、色素沈着は認めない。眼瞼結膜と眼球結膜とに異常を認めない。口腔内は乾燥しているが、咽頭発赤は認めない。頸静脈の怒張を認めない。甲状腺腫と頸部リンパ節とを触知しない。心音と呼吸音とに異常を認めない。腹部は平坦、軟で、肝·脾を触知しない。検査所見:尿所見:蛋白(一)、糖(一)、ケトン体(一)、潜血(一)。血液所見:赤血球362万、Hb11.7g/dL、Ht35%、白血球4,100、血小板14万。血液生化学所見:総蛋白6.3g/dL、総ビリルビン0.5mg/dL、AST34U/L、ALT32U/L、LD220U/L(基準124~222)、尿素窒素15mg/dL、クレアチニン1.1mg/dL、血糖92mg/dL、総コレステロール288mg/dL、Na138mEq/L、K2.8mEq/L、Cl101mEq/L、TSH98μU/mL(基準0.2~4.0)、FT31.8pg/mL(基準2.3~4.3)、FT40.1ng/dL(基準0.8~2.2)、コルチゾール12.4μg/dL(基準5.2~12.6)。CRP0.1mg/dL。心電図は洞性徐脈でST-T変化を認めない。胸部エックス線写真で心胸郭比48%。 初療室で輸液を開始した。次に行う対応で適切なのはどれか。 ",a. 利尿薬静注 | b. ヨウ素含有食品摂取 | c. 甲状腺ホルモン薬内服 | d. 脂質異常症治療薬内服 | e. 塩化カリウム液急速静注,False,c,著明なtsh上昇（98μu/ml）とft3/ft4低下から原発性甲状腺機能低下症が示唆される。化学放射線療法による甲状腺機能障害が疑われる。甲状腺ホルモン補充（c）が第一選択。k低下（2.8meq/l）に対しては補充が必要だが、甲状腺機能改善により自然回復が期待できるため優先度は低い。他選択肢は病態と関連が薄い。,0.95
119F63,"64歳の女性。嘔吐を主訴に来院した。現病歴:今朝、悪心で目が覚め、黒色物を嘔吐したため、夫とともに受診した。既往歴:40歳時に胆囊炎で手術。Parkinson病でレボドパ〈L-dopa〉を内服している。2週間前に生じた右大腿部痛で、NSAIDを内服している。52歳で閉経。生活歴:夫と2人暮らし。喫煙歴と飲酒歴はない。家族歴:母がうつ病にて投薬治療中。現症:意識は清明。身長160cm、体重48kg。体温36.4℃。脈拍108/分、整。血圧108/60mmHg。呼吸数20/分。SpO297%(roomair)。眼瞼結膜と眼球結膜とに異常を認めない。頭静脈の怒張を認めない。心音と呼吸音とに異常を認めない。腹部は平坦、軟で右季肋部に小手術痕を認める。腸雑音は亢進している。上腹部正中に軽度の圧痛を認める。肝·脾を触知しない。検査所見:血液所見:赤血球385万、Hb11.7g/dL、Ht35%、白血球8,500、血小板22万、PT-INR1.1(基準0.9~1.1)。血液生化学所見:総蛋白6.2g/dL、アルブミン3.8g/dL、総ビリルビン1.0mg/dL、AST28U/L、ALT23U/L、LD214U/L(基準124~222)、ALP41U/L(基準38~113)、Y-GT10U/L(基準9~32)、CK83U/L(基準41~153)、尿素窒素25mg/dL、クレアチニン0.6mg/dL、尿酸4.6mg/dL、血糖112mg/dL、HbAlc5.8%(基準4.9~6.0)、Na137mEq/L、K4.1mEq/L、C198mEq/L。 まず行うべき対応はどれか。 ",a. 輸液 | b. 輸血 | c. 抗菌薬投与 | d. アトロピン投与 | e. ノルアドレナリン投与,False,a,黒色嘔吐（コーヒー残渣様嘔吐）から上部消化管出血が疑われる。ショック代償期（頻脈＋血圧低下）と軽度の貧血（hb11.7g/dl）が認められるため、循環動態安定化を目的とした輸液が最優先。nsaid服用歴や腹部圧痛から消化性潰瘍が原因と考えられ、抗菌薬や昇圧剤の必要性は現時点で低い。輸血はhb値が7-8g/dl未満を目安とするため適応外。,0.95
119F64,"64歳の女性。嘔吐を主訴に来院した。現病歴:今朝、悪心で目が覚め、黒色物を嘔吐したため、夫とともに受診した。既往歴:40歳時に胆囊炎で手術。Parkinson病でレボドパ〈L-dopa〉を内服している。2週間前に生じた右大腿部痛で、NSAIDを内服している。52歳で閉経。生活歴:夫と2人暮らし。喫煙歴と飲酒歴はない。家族歴:母がうつ病にて投薬治療中。現症:意識は清明。身長160cm、体重48kg。体温36.4℃。脈拍108/分、整。血圧108/60mmHg。呼吸数20/分。SpO297%(roomair)。眼瞼結膜と眼球結膜とに異常を認めない。頭静脈の怒張を認めない。心音と呼吸音とに異常を認めない。腹部は平坦、軟で右季肋部に小手術痕を認める。腸雑音は亢進している。上腹部正中に軽度の圧痛を認める。肝·脾を触知しない。検査所見:血液所見:赤血球385万、Hb11.7g/dL、Ht35%、白血球8,500、血小板22万、PT-INR1.1(基準0.9~1.1)。血液生化学所見:総蛋白6.2g/dL、アルブミン3.8g/dL、総ビリルビン1.0mg/dL、AST28U/L、ALT23U/L、LD214U/L(基準124~222)、ALP41U/L(基準38~113)、Y-GT10U/L(基準9~32)、CK83U/L(基準41~153)、尿素窒素25mg/dL、クレアチニン0.6mg/dL、尿酸4.6mg/dL、血糖112mg/dL、HbAlc5.8%(基準4.9~6.0)、Na137mEq/L、K4.1mEq/L、C198mEq/L。 緊急で上部消化管内視鏡検査を行うこととした。内視鏡検査前に確認することで、優先度が高いのはどれか。 ",a. 妊娠出産歴 | b. 本日の排便回数 | c. 香辛料摂取の嗜好 | d. Helicobacter pyloriの除菌歴 | e. 局所麻酔薬に対するアレルギー歴,False,e,上部消化管内視鏡検査では咽頭麻酔に局所麻酔薬を使用するため、アレルギー歴の確認が必須である。他の項目は現病態や緊急検査の優先度から考えて二次的要素となる。,0.95
119F65,"64歳の女性。嘔吐を主訴に来院した。現病歴:今朝、悪心で目が覚め、黒色物を嘔吐したため、夫とともに受診した。既往歴:40歳時に胆囊炎で手術。Parkinson病でレボドパ〈L-dopa〉を内服している。2週間前に生じた右大腿部痛で、NSAIDを内服している。52歳で閉経。生活歴:夫と2人暮らし。喫煙歴と飲酒歴はない。家族歴:母がうつ病にて投薬治療中。現症:意識は清明。身長160cm、体重48kg。体温36.4℃。脈拍108/分、整。血圧108/60mmHg。呼吸数20/分。SpO297%(roomair)。眼瞼結膜と眼球結膜とに異常を認めない。頭静脈の怒張を認めない。心音と呼吸音とに異常を認めない。腹部は平坦、軟で右季肋部に小手術痕を認める。腸雑音は亢進している。上腹部正中に軽度の圧痛を認める。肝·脾を触知しない。検査所見:血液所見:赤血球385万、Hb11.7g/dL、Ht35%、白血球8,500、血小板22万、PT-INR1.1(基準0.9~1.1)。血液生化学所見:総蛋白6.2g/dL、アルブミン3.8g/dL、総ビリルビン1.0mg/dL、AST28U/L、ALT23U/L、LD214U/L(基準124~222)、ALP41U/L(基準38~113)、Y-GT10U/L(基準9~32)、CK83U/L(基準41~153)、尿素窒素25mg/dL、クレアチニン0.6mg/dL、尿酸4.6mg/dL、血糖112mg/dL、HbAlc5.8%(基準4.9~6.0)、Na137mEq/L、K4.1mEq/L、C198mEq/L。 上部消化管内視鏡検査の胃前庭部小弯像(別冊No.7A)と十二指腸像(別冊No.7B)とを別に示す。露出血管を伴う潰瘍は認めなかった。この患者への対応で適切なのはどれか。 ",a. 異物除去術 | b. クリッピング | c. 酸分泌抑制薬投与 | d. 内視鏡的硬化療法 | e. 内視鏡的粘膜下層剝離術〈ESD〉,True,c,nsaidの使用歴があり上部消化管出血が疑われるが、内視鏡で露出血管を認めていないため、酸分泌抑制薬による保存的治療が第一選択となる。他の侵襲的処置は適応がない。,0.95
119F66,"73歳の女性。記銘力低下を主訴に長女に連れられて来院した。現病歴:2か月前から急に物忘れがひどくなり、家族に心配され来院した。①*バスに乗って*買い物に行っても、②*レジでの支払い*ができなくなり、生活用品は長女が買って届けている。食事は宅配のお弁当を利用しており、③*ひとりで食べられる。*しかし偏食のため食べ残しが多い。④*着替えは自分でできる。*最近は家で過ごす時間が長くなり、友人から誘われても⑤*趣味のゲートボールに行かなくなった。*既往歴:18歳時に虫垂炎で手術歴あり。生活歴:喫煙歴はない。飲酒は機会飲酒。車で30分の距離に長女夫婦が住んでいる。アレルギー歴はない。家族歴:父は心筋梗塞で死亡。母は肺炎で死亡。夫は梅毒罹患歴があり、3年前、75歳時に膵癌で死亡。現症:意識は清明。意思疎通は可能で、礼節は保たれている。身長157cm、体重52kg。体温36.2℃。脈拍84/分、整。血圧128/76mmHg。呼吸数12/分。皮膚と粘膜に異常を認めない。心音と呼吸音とに異常を認めない。腹部は右下腹部に手術痕を認める。歩行はゆっくりだが、前傾姿勢は認めない。検査所見:尿所見:蛋白(一)、糖(一)。血液所見:赤血球438万、Hb13.2g/dL、Ht40%、白血球6,800、血小板21万。血液生化学所見:総蛋白6.5g/dL、アルブミン3.5g/dL、AST26U/L、ALT18U/L、LD162U/L(基準124~222)、Y-GT16U/L(基準9~32)、アンモニア22μg/dL(基準18~48)、尿素窒素16mg/dL、クレアチニン0.7mg/dL、血糖96mg/dL、Na142mEq/L、K4.2mEq/L、C198mEq/L、Ca8.6mg/dL。CRP0.1mg/dL。 下線部のうち、基本的日常生活動作〈ADL〉に該当するものはどれか。2つ選べ。 ",a. ① | b. ② | c. ③ | d. ④ | e. ⑤,False,cd,基本的adlは食事・更衣・移動・排泄・入浴・整容動作を指す。③「食事」と④「着替え」がadlに該当する。①（交通手段）と②（金銭管理）はiadl、⑤（余暇活動）はadlの範疇外である。,0.95
